CODE_DEP,Année,Espérance_Vie_Homme,Espérance_Vie_Femme
46,2003,76.8,83.9
46,2004,77.9,83.9
46,2005,76.9,84.1
46,2006,78.7,84.6
46,2007,78.6,84.6
46,2008,78.4,84.3
46,2009,78.6,84.2
46,2010,79.8,85.3
46,2011,78.8,85.3
46,2012,79.6,84.8
46,2013,80.0,85.7
46,2014,79.4,85.3
46,2015,79.4,84.6
46,2016,80.2,85.3
46,2017,79.5,86.2
46,2018,80.0,85.7
46,2019,79.7,85.5
46,2020,79.4,85.1
46,2021,80.5,85.6
46,2022,79.4,85.6
47,2000,76.3,83.5
47,2001,75.2,83.6
47,2002,76.5,83.4
47,2003,76.8,83.7
47,2004,77.0,84.5
47,2005,77.2,83.7
47,2006,77.7,84.4
47,2007,77.9,84.9
47,2008,78.6,84.6
47,2009,78.8,85.0
47,2010,78.9,85.3
47,2011,78.9,85.6
47,2012,78.8,85.6
47,2013,79.4,85.6
47,2014,79.6,85.3
47,2015,79.0,85.2
47,2016,79.9,85.5
47,2017,79.0,84.9
47,2018,79.7,85.4
47,2019,79.5,85.8
47,2020,79.1,85.2
47,2021,79.4,85.4
47,2022,78.9,84.6
48,2000,75.2,81.8
48,2001,76.3,83.6
48,2002,76.0,82.7
48,2003,75.6,81.8
48,2004,76.8,83.0
48,2005,75.9,83.1
48,2006,76.4,83.5
48,2007,77.3,83.3
48,2008,77.4,84.4
48,2009,78.7,83.4
48,2010,77.2,84.3
48,2011,77.1,84.0
48,2012,77.3,84.3
48,2013,77.9,83.3
48,2014,78.7,84.9
48,2015,79.0,83.6
48,2016,77.7,84.4
48,2017,77.8,85.5
48,2018,79.2,85.2
48,2019,78.5,84.5
48,2020,79.0,85.3
48,2021,77.5,83.9
48,2022,78.1,84.7
49,2000,76.1,83.2
49,2001,76.2,83.8
49,2002,76.2,84.0
49,2003,77.0,83.2
49,2004,77.6,84.2
49,2005,77.4,84.6
49,2006,78.3,85.3
49,2007,78.2,85.2
49,2008,78.3,85.6
49,2009,78.9,85.4
49,2010,78.7,85.8
49,2011,79.8,85.7
49,2012,79.6,85.7
49,2013,79.4,86.0
49,2014,80.6,86.5
49,2015,79.9,85.9
49,2016,80.4,86.0
49,2017,80.4,86.3
49,2018,80.4,86.4
49,2019,80.5,86.5
49,2020,80.3,86.5
49,2021,80.7,86.3
49,2022,80.2,86.1
50,2000,74.6,82.7
50,2001,74.8,82.7
50,2002,75.7,83.1
50,2003,75.1,83.3
50,2004,75.5,83.9
50,2005,76.0,84.0
50,2006,76.5,84.2
50,2007,76.2,84.4
50,2008,77.0,84.1
50,2009,76.4,84.4
50,2010,76.8,84.4
50,2011,77.4,85.1
50,2012,77.2,84.7
50,2013,77.7,85.1
50,2014,78.5,85.0
50,2015,78.1,85.2
50,2016,78.2,85.1
50,2017,78.4,85.5
50,2018,78.5,85.6
50,2019,78.7,85.4
50,2020,78.4,85.4
50,2021,78.0,84.7
50,2022,77.9,84.5
51,2000,74.8,82.6
51,2001,74.9,82.3
51,2002,75.1,82.7
51,2003,74.9,82.9
51,2004,75.9,83.3
51,2005,76.1,83.4
51,2006,76.2,83.8
51,2007,76.1,83.6
51,2008,76.3,83.9
51,2009,76.6,83.8
51,2010,76.5,84.1
51,2011,77.5,84.2
51,2012,77.6,84.1
51,2013,77.8,84.1
51,2014,78.6,84.5
51,2015,77.7,84.3
51,2016,77.7,84.3
51,2017,78.5,84.3
51,2018,78.3,84.5
51,2019,78.5,85.0
51,2020,78.1,84.5
51,2021,78.7,84.6
51,2022,78.0,84.3
52,2000,73.4,82.1
52,2001,74.1,82.2
52,2002,74.0,82.9
52,2003,74.1,82.2
52,2004,76.3,83.3
52,2005,75.6,83.1
52,2006,75.4,83.7
52,2007,75.2,83.2
52,2008,75.7,82.8
52,2009,75.7,82.4
52,2010,76.6,84.1
52,2011,77.9,84.2
52,2012,77.0,84.6
52,2013,76.9,83.4
52,2014,77.2,84.7
52,2015,77.8,83.1
52,2016,77.7,84.9
52,2017,77.8,84.0
52,2018,77.2,84.5
52,2019,77.9,84.4
52,2020,76.7,83.7
52,2021,77.0,84.0
52,2022,77.5,84.6
53,2000,76.6,83.4
53,2001,77.0,84.6
53,2002,77.2,83.8
53,2003,76.7,83.4
53,2004,77.7,84.8
53,2005,78.2,85.1
53,2006,78.4,84.8
53,2007,78.7,85.7
53,2008,78.7,85.7
53,2009,78.7,85.1
53,2010,78.5,85.2
53,2011,79.6,85.0
53,2012,78.8,85.3
53,2013,79.8,86.3
53,2014,80.4,86.3
53,2015,79.6,85.7
53,2016,79.5,85.7
53,2017,80.4,85.8
53,2018,80.0,86.1
53,2019,80.4,86.3
53,2020,80.2,86.1
53,2021,80.1,85.9
53,2022,79.8,86.0
54,2000,74.3,82.1
54,2001,75.0,82.5
54,2002,75.2,82.0
54,2003,74.8,82.3
54,2004,76.3,83.2
54,2005,75.8,83.1
54,2006,76.4,83.2
54,2007,76.7,83.6
54,2008,77.0,83.3
54,2009,76.7,83.7
54,2010,77.2,83.5
54,2011,77.6,84.2
54,2012,78.0,84.1
54,2013,78.3,84.2
54,2014,78.9,84.5
54,2015,78.8,84.2
54,2016,78.9,84.2
54,2017,79.0,84.8
54,2018,79.2,85.0
54,2019,79.4,84.8
54,2020,78.4,84.0
54,2021,78.3,84.4
54,2022,77.9,84.4
55,2000,73.6,82.1
55,2001,74.1,82.4
55,2002,74.2,81.7
55,2003,74.7,82.4
55,2004,75.7,82.1
55,2005,74.9,82.6
55,2006,75.5,81.9
55,2007,76.3,82.4
55,2008,76.1,83.0
55,2009,76.8,83.7
55,2010,77.0,84.4
55,2011,76.3,84.5
55,2012,77.3,84.0
55,2013,77.7,83.9
55,2014,78.2,84.1
55,2015,77.8,83.9
55,2016,77.4,84.2
55,2017,78.2,84.6
55,2018,78.0,84.6
55,2019,78.2,84.4
55,2020,77.5,83.4
55,2021,77.7,83.5
55,2022,77.1,83.4
56,2000,73.8,82.3
56,2001,74.4,82.5
56,2002,74.3,82.8
56,2003,74.6,82.9
56,2004,75.3,82.9
56,2005,75.1,83.5
56,2006,75.7,83.8
56,2007,76.2,83.6
56,2008,76.3,84.0
56,2009,76.6,84.2
56,2010,76.9,83.9
56,2011,77.1,84.5
56,2012,77.1,84.6
56,2013,76.9,84.6
56,2014,78.3,84.9
56,2015,78.1,84.8
56,2016,78.1,84.8
56,2017,78.8,84.9
56,2018,78.2,85.3
56,2019,78.4,85.2
56,2020,78.9,85.3
56,2021,78.6,84.8
56,2022,78.3,85.1
57,2000,74.1,81.2
57,2001,74.5,81.7
57,2002,74.8,81.3
57,2003,75.1,81.1
57,2004,75.7,82.2
57,2005,75.8,82.4
57,2006,76.3,82.7
57,2007,76.1,82.7
57,2008,76.8,83.0
57,2009,76.9,82.9
57,2010,77.4,83.3
57,2011,77.5,83.7
57,2012,78.0,83.5
57,2013,78.1,83.6
57,2014,78.2,84.3
57,2015,78.3,83.7
57,2016,78.4,84.3
57,2017,78.6,83.8
57,2018,78.8,83.9
57,2019,78.9,83.9
57,2020,78.1,83.5
57,2021,78.3,83.6
57,2022,78.7,83.4
58,2000,73.2,82.1
58,2001,73.4,82.4
58,2002,74.4,82.3
58,2003,74.4,82.2
58,2004,74.6,83.5
58,2005,74.4,83.0
58,2006,75.2,83.7
58,2007,76.3,83.9
58,2008,75.7,83.0
58,2009,75.5,83.6
58,2010,75.5,84.0
58,2011,75.4,82.7
58,2012,76.3,84.0
58,2013,76.1,84.4
58,2014,77.0,83.1
58,2015,77.1,84.2
58,2016,76.8,83.9
58,2017,75.4,84.2
58,2018,77.1,83.9
58,2019,77.9,84.0
58,2020,77.5,84.1
58,2021,77.2,84.3
58,2022,76.8,83.8
59,2000,72.3,80.8
59,2001,73.1,81.2
59,2002,73.0,81.0
59,2003,73.4,81.1
59,2004,74.2,81.9
59,2005,74.0,81.7
59,2006,74.1,82.0
59,2007,74.5,82.2
59,2008,74.5,82.2
59,2009,74.8,82.5
59,2010,75.4,82.6
59,2011,75.7,82.8
59,2012,75.9,82.9
59,2013,76.1,83.3
59,2014,76.8,83.6
59,2015,76.7,83.3
59,2016,77.2,83.6
59,2017,77.4,83.7
59,2018,77.4,83.8
59,2019,77.8,84.1
59,2020,77.0,83.6
59,2021,77.1,83.5
59,2022,77.4,83.7
60,2000,74.1,81.7
60,2001,73.8,81.8
60,2002,74.6,82.2
60,2003,75.0,82.1
60,2004,76.2,82.8
60,2005,76.0,83.4
60,2006,76.5,83.0
60,2007,76.4,82.6
60,2008,76.5,82.9
60,2009,76.7,83.2
60,2010,76.9,83.5
60,2011,77.3,83.6
60,2012,77.7,83.4
60,2013,77.7,84.0
60,2014,78.1,84.4
60,2015,78.0,83.9
60,2016,78.2,84.6
60,2017,78.6,83.6
60,2018,78.6,84.5
60,2019,79.2,84.6
60,2020,77.7,83.7
60,2021,78.5,84.1
60,2022,79.1,84.4
61,2000,75.0,83.8
61,2001,75.1,83.0
61,2002,75.6,83.2
61,2003,75.2,83.5
61,2004,76.8,83.7
61,2005,76.1,83.8
61,2006,76.7,84.3
61,2007,76.5,84.0
61,2008,76.8,83.7
61,2009,77.2,84.1
61,2010,77.4,84.7
61,2011,77.6,84.8
61,2012,77.2,83.8
61,2013,78.1,84.3
61,2014,78.2,84.3
61,2015,78.4,85.1
61,2016,78.3,85.4
61,2017,78.9,85.7
61,2018,78.5,85.1
61,2019,78.6,85.3
61,2020,78.0,85.0
61,2021,77.7,84.5
61,2022,78.5,84.8
62,2000,71.9,80.7
62,2001,72.0,80.8
62,2002,72.0,80.9
62,2003,72.2,81.1
62,2004,73.3,82.0
62,2005,73.3,81.5
62,2006,73.4,82.0
62,2007,73.7,82.1
62,2008,73.9,81.9
62,2009,74.0,82.0
62,2010,74.5,82.3
62,2011,74.8,82.7
62,2012,74.9,82.7
62,2013,75.3,82.7
62,2014,76.2,83.3
62,2015,75.8,83.2
62,2016,75.8,83.4
62,2017,76.4,83.4
62,2018,76.2,83.3
62,2019,77.1,83.6
62,2020,76.2,83.3
62,2021,76.4,83.3
62,2022,76.4,83.1
63,2000,74.7,82.7
63,2001,74.8,82.7
63,2002,75.4,83.1
63,2003,75.9,83.2
63,2004,75.9,83.8
63,2005,76.0,83.4
63,2006,76.6,84.2
63,2007,77.0,84.1
63,2008,76.9,84.2
63,2009,76.8,84.0
63,2010,77.6,84.8
63,2011,77.9,84.5
63,2012,78.2,84.4
63,2013,78.6,84.8
63,2014,78.9,85.3
63,2015,79.1,85.1
63,2016,79.3,84.9
63,2017,79.4,84.9
63,2018,79.5,85.6
63,2019,79.3,85.1
63,2020,79.6,85.0
63,2021,79.0,85.1
63,2022,79.0,84.9
64,2000,75.9,83.6
64,2001,75.6,83.2
64,2002,76.3,83.5
64,2003,76.7,83.5
64,2004,77.1,84.2
64,2005,77.3,84.3
64,2006,77.0,84.7
64,2007,78.3,84.8
64,2008,78.6,85.0
64,2009,78.3,84.9
64,2010,78.6,85.4
64,2011,79.2,85.8
64,2012,78.9,85.1
64,2013,79.4,85.4
64,2014,80.2,85.5
64,2015,79.8,85.6
64,2016,80.3,85.9
64,2017,80.0,85.9
64,2018,80.3,86.0
64,2019,80.6,85.9
64,2020,80.5,86.0
64,2021,81.0,86.4
64,2022,80.1,85.6
65,2000,75.3,82.5
65,2001,75.5,82.4
65,2002,75.6,83.3
65,2003,76.3,83.2
65,2004,77.1,84.4
65,2005,76.4,84.2
65,2006,77.1,83.9
65,2007,77.4,84.6
65,2008,77.8,84.3
65,2009,77.2,84.8
65,2010,77.7,84.8
65,2011,78.1,84.6
65,2012,77.9,84.8
65,2013,78.3,85.4
65,2014,79.0,85.5
65,2015,78.3,85.3
65,2016,78.8,85.0
65,2017,79.4,85.1
65,2018,79.9,84.5
65,2019,80.3,85.6
65,2020,79.2,85.2
65,2021,79.4,85.0
65,2022,78.3,84.3
66,2000,75.1,82.6
66,2001,75.3,82.8
66,2002,75.8,83.3
66,2003,75.4,83.0
66,2004,76.2,83.7
66,2005,76.6,83.7
66,2006,76.2,83.8
66,2007,77.4,84.6
66,2008,76.8,84.4
66,2009,77.6,83.7
66,2010,77.0,84.2
66,2011,77.7,85.0
66,2012,78.0,84.2
66,2013,78.6,84.8
66,2014,78.9,84.9
66,2015,78.2,84.6
66,2016,78.9,85.3
66,2017,78.4,84.5
66,2018,78.4,84.6
66,2019,78.6,85.2
66,2020,78.3,85.2
66,2021,77.6,84.7
66,2022,77.6,84.3
67,2000,75.4,82.2
67,2001,75.6,82.3
67,2002,75.8,82.7
67,2003,75.8,82.8
67,2004,76.7,83.2
67,2005,76.9,83.3
67,2006,77.3,83.4
67,2007,77.7,84.0
67,2008,78.0,83.7
67,2009,77.8,83.8
67,2010,78.4,83.9
67,2011,78.9,84.6
67,2012,79.1,84.5
67,2013,79.1,84.4
67,2014,79.3,85.0
67,2015,79.3,84.8
67,2016,79.9,85.1
67,2017,79.7,85.1
67,2018,79.6,84.9
67,2019,80.2,85.5
67,2020,79.6,84.5
67,2021,79.7,85.1
67,2022,79.5,84.6
68,2000,75.2,81.7
68,2001,75.4,81.8
68,2002,75.3,81.9
68,2003,76.1,82.5
68,2004,76.5,83.0
68,2005,77.2,83.1
68,2006,77.6,83.7
68,2007,77.9,84.0
68,2008,78.3,84.3
68,2009,77.8,83.9
68,2010,78.5,83.9
68,2011,78.9,84.1
68,2012,79.1,84.3
68,2013,79.0,84.4
68,2014,79.4,85.0
68,2015,79.5,84.2
68,2016,79.6,84.8
68,2017,79.7,85.0
68,2018,79.9,84.7
68,2019,80.3,85.1
68,2020,78.4,84.0
68,2021,79.6,85.1
68,2022,79.5,84.5
69,2000,76.8,83.7
69,2001,76.9,84.0
69,2002,77.1,83.5
69,2003,77.3,83.5
69,2004,77.7,84.8
69,2005,78.3,84.5
69,2006,78.9,84.9
69,2007,78.8,85.4
69,2008,78.9,85.2
69,2009,79.4,85.1
69,2010,79.8,85.8
69,2011,79.9,85.9
69,2012,79.9,85.8
69,2013,80.3,86.0
69,2014,81.0,86.1
69,2015,80.4,86.0
69,2016,81.0,86.4
69,2017,81.1,86.2
69,2018,81.4,86.6
69,2019,81.4,86.5
69,2020,80.4,85.8
69,2021,80.8,86.6
69,2022,81.1,86.7
70,2000,75.2,82.4
70,2001,74.6,81.9
70,2002,75.5,83.0
70,2003,75.6,82.5
70,2004,75.5,83.7
70,2005,76.2,83.4
70,2006,77.1,83.4
70,2007,76.4,84.2
70,2008,76.5,84.0
70,2009,76.8,84.0
70,2010,77.3,83.8
70,2011,77.1,84.1
70,2012,78.4,84.4
70,2013,78.4,84.4
70,2014,78.6,84.5
70,2015,78.3,84.6
70,2016,78.5,84.1
70,2017,78.7,84.0
70,2018,78.8,84.5
70,2019,78.4,85.5
70,2020,77.8,83.6
70,2021,78.8,84.7
70,2022,77.7,85.0
71,2000,74.8,83.0
71,2001,75.8,83.0
71,2002,75.6,83.1
71,2003,75.5,83.0
71,2004,77.2,84.5
71,2005,76.7,84.1
71,2006,76.8,84.0
71,2007,76.5,84.8
71,2008,77.4,84.4
71,2009,78.0,84.3
71,2010,77.5,84.7
71,2011,77.6,84.6
71,2012,78.5,85.1
71,2013,78.6,84.8
71,2014,78.8,85.5
71,2015,78.1,85.2
71,2016,79.2,85.3
71,2017,79.2,85.3
71,2018,79.4,85.2
71,2019,78.8,85.6
71,2020,78.9,84.9
71,2021,79.2,85.6
71,2022,78.9,85.2
72,2000,75.8,83.5
72,2001,75.8,83.9
72,2002,76.1,83.8
72,2003,75.7,83.6
72,2004,76.7,84.0
72,2005,76.9,84.6
72,2006,77.8,84.7
72,2007,77.3,84.9
72,2008,77.1,84.3
72,2009,77.5,85.0
72,2010,78.7,85.3
72,2011,78.4,85.1
72,2012,77.8,85.3
72,2013,78.3,85.3
72,2014,79.0,85.7
72,2015,78.7,85.1
72,2016,79.6,85.6
72,2017,78.7,85.5
72,2018,79.0,85.3
72,2019,79.6,85.6
72,2020,79.4,85.4
72,2021,78.8,85.1
72,2022,78.7,84.9
73,2000,76.2,82.7
73,2001,76.0,83.2
73,2002,76.2,84.2
73,2003,76.7,83.3
73,2004,77.8,84.1
73,2005,77.4,84.9
73,2006,78.3,85.1
73,2007,78.5,85.4
73,2008,78.8,85.0
73,2009,79.0,84.5
73,2010,78.6,85.1
73,2011,79.6,85.6
73,2012,79.3,86.0
73,2013,80.0,85.7
73,2014,80.3,86.7
73,2015,80.0,85.5
73,2016,80.4,85.8
73,2017,80.2,85.7
73,2018,80.4,86.4
73,2019,80.6,86.1
73,2020,79.3,85.2
73,2021,80.3,86.4
73,2022,80.5,86.4
74,2000,76.2,83.3
74,2001,76.8,83.6
74,2002,76.7,83.8
74,2003,77.2,83.7
74,2004,77.6,84.5
74,2005,77.6,84.4
74,2006,78.7,85.2
74,2007,79.1,85.4
74,2008,79.1,85.4
74,2009,79.2,85.0
74,2010,79.6,85.2
74,2011,80.2,86.0
74,2012,80.0,85.8
74,2013,80.3,85.8
74,2014,80.7,85.8
74,2015,80.6,85.9
74,2016,80.7,85.7
74,2017,80.7,86.4
74,2018,81.6,86.3
74,2019,80.9,86.6
74,2020,80.6,85.2
74,2021,81.0,86.3
74,2022,81.1,86.3
75,2000,77.5,83.6
75,2001,77.5,83.6
75,2002,77.9,84.0
75,2003,77.7,83.5
75,2004,78.9,84.8
75,2005,78.6,84.8
75,2006,79.2,85.1
75,2007,79.6,85.5
75,2008,79.8,85.5
75,2009,80.5,85.7
75,2010,80.2,85.8
75,2011,80.8,86.0
75,2012,80.7,86.0
75,2013,81.1,86.1
75,2014,81.6,86.6
75,2015,81.2,86.4
75,2016,81.5,86.4
75,2017,81.5,86.4
75,2018,81.8,86.8
75,2019,81.9,86.9
75,2020,80.4,85.9
75,2021,81.1,86.7
75,2022,81.7,86.5
76,2000,74.2,82.3
76,2001,74.4,82.4
76,2002,74.5,82.6
76,2003,74.8,82.3
76,2004,75.5,83.2
76,2005,75.7,83.1
76,2006,75.7,83.2
76,2007,76.0,83.8
76,2008,76.3,83.6
76,2009,76.1,83.7
76,2010,76.5,83.7
76,2011,77.1,83.9
76,2012,77.1,84.0
76,2013,77.3,84.2
76,2014,77.7,84.3
76,2015,77.3,84.2
76,2016,77.6,84.4
76,2017,77.8,84.6
76,2018,78.0,84.5
76,2019,78.3,84.6
76,2020,77.8,84.2
76,2021,78.0,84.5
76,2022,77.7,83.8
77,2000,75.3,82.3
77,2001,75.7,82.2
77,2002,75.9,82.3
77,2003,76.1,82.3
77,2004,76.6,83.2
77,2005,76.9,83.1
77,2006,77.5,83.7
77,2007,77.4,83.5
77,2008,78.0,83.8
77,2009,78.3,83.7
77,2010,78.5,84.2
77,2011,78.9,84.4
77,2012,78.8,84.7
77,2013,79.5,84.6
77,2014,79.8,84.7
77,2015,79.3,84.7
77,2016,79.7,84.9
77,2017,80.0,85.0
77,2018,80.1,85.2
77,2019,80.4,85.3
77,2020,78.9,84.8
77,2021,79.6,84.9
77,2022,80.0,84.9
78,2000,77.2,83.4
78,2001,77.6,83.6
78,2002,78.1,83.9
78,2003,77.3,83.8
78,2004,78.6,84.4
78,2005,79.0,84.6
78,2006,79.1,85.1
78,2007,79.7,85.6
78,2008,79.6,85.1
78,2009,80.0,85.2
78,2010,79.9,85.6
78,2011,80.6,85.8
78,2012,80.5,85.8
78,2013,80.9,86.2
78,2014,81.5,86.4
78,2015,81.4,86.2
78,2016,81.6,86.2
78,2017,81.5,86.7
78,2018,81.8,86.4
78,2019,82.1,86.5
78,2020,80.6,85.7
78,2021,81.6,86.3
78,2022,81.6,86.4
79,2000,76.4,84.1
79,2001,77.0,83.4
79,2002,76.7,83.9
79,2003,76.0,83.8
79,2004,77.4,84.0
79,2005,77.2,84.7
79,2006,77.8,84.8
79,2007,78.0,85.3
79,2008,77.8,85.1
79,2009,78.3,85.3
79,2010,78.6,85.8
79,2011,78.8,84.9
79,2012,79.1,85.3
79,2013,78.3,84.9
79,2014,79.8,85.4
79,2015,79.6,85.6
79,2016,79.3,85.1
79,2017,79.3,85.8
79,2018,79.2,85.6
79,2019,79.8,85.2
79,2020,79.2,85.4
79,2021,78.6,85.3
79,2022,78.8,85.5
80,2000,73.6,81.5
80,2001,73.4,81.7
80,2002,74.1,81.7
80,2003,73.9,81.1
80,2004,74.9,82.1
80,2005,74.8,81.8
80,2006,75.2,82.8
80,2007,75.4,82.5
80,2008,75.5,82.2
80,2009,75.2,82.5
80,2010,75.7,83.3
80,2011,76.2,83.1
80,2012,76.5,83.2
80,2013,77.0,83.5
80,2014,77.4,83.5
80,2015,77.1,83.4
80,2016,77.0,83.7
80,2017,77.6,83.8
80,2018,77.7,83.9
80,2019,77.7,83.8
80,2020,77.2,83.2
80,2021,77.0,83.9
80,2022,77.0,83.6
81,2000,77.1,83.4
81,2001,77.5,84.4
81,2002,76.8,83.6
81,2003,77.6,83.8
81,2004,78.0,84.2
81,2005,77.7,84.4
81,2006,78.5,84.8
81,2007,78.8,84.6
81,2008,79.2,84.8
81,2009,79.1,84.7
81,2010,78.8,85.1
81,2011,79.4,85.9
81,2012,80.2,84.8
81,2013,80.1,85.8
81,2014,80.4,86.2
81,2015,79.8,86.1
81,2016,80.9,86.0
81,2017,80.4,85.6
81,2018,79.6,85.6
81,2019,80.9,86.1
81,2020,80.5,86.6
81,2021,80.2,86.0
81,2022,80.3,85.5
82,2000,76.9,82.7
82,2001,76.4,83.0
82,2002,77.4,83.3
82,2003,76.5,83.2
82,2004,77.3,84.2
82,2005,76.8,84.0
82,2006,77.9,84.4
82,2007,78.2,84.2
82,2008,78.6,84.2
82,2009,78.8,84.8
82,2010,78.6,84.0
82,2011,79.5,84.9
82,2012,78.1,85.5
82,2013,78.8,84.8
82,2014,79.5,85.2
82,2015,79.2,85.5
82,2016,80.0,85.3
82,2017,79.7,84.4
82,2018,79.8,85.4
82,2019,79.8,85.5
82,2020,78.9,85.1
82,2021,80.0,84.9
82,2022,80.3,84.6
83,2000,76.0,83.3
83,2001,75.7,83.1
83,2002,75.8,83.3
83,2003,76.3,83.1
83,2004,77.2,84.0
83,2005,77.0,84.1
83,2006,77.8,84.3
83,2007,77.6,84.5
83,2008,78.1,84.9
83,2009,78.0,84.9
83,2010,78.4,84.9
83,2011,78.6,85.1
83,2012,79.0,84.9
83,2013,79.3,85.3
83,2014,79.5,85.5
83,2015,79.6,85.4
83,2016,79.7,85.5
83,2017,79.7,85.5
83,2018,79.8,85.6
83,2019,80.2,85.6
83,2020,80.4,85.8
83,2021,79.7,84.8
83,2022,79.6,85.3
84,2000,75.5,82.9
84,2001,75.5,82.6
84,2002,76.0,83.1
84,2003,76.0,83.1
84,2004,77.0,84.2
84,2005,76.8,83.9
84,2006,77.7,84.0
84,2007,77.3,84.0
84,2008,77.4,84.1
84,2009,77.9,84.5
84,2010,78.0,84.3
84,2011,78.7,85.2
84,2012,78.3,84.9
84,2013,79.3,84.9
84,2014,79.3,85.7
84,2015,78.4,84.8
84,2016,79.2,85.0
84,2017,78.7,85.5
84,2018,79.5,85.4
84,2019,79.6,85.2
84,2020,80.1,85.0
84,2021,78.8,85.3
84,2022,79.4,85.1
85,2000,75.4,83.3
85,2001,75.3,83.7
85,2002,76.1,83.6
85,2003,76.2,83.6
85,2004,76.8,84.4
85,2005,77.5,84.9
85,2006,76.9,84.1
85,2007,77.1,84.5
85,2008,78.0,84.8
85,2009,78.0,85.0
85,2010,77.7,85.2
85,2011,78.8,85.5
85,2012,78.3,85.1
85,2013,78.8,85.6
85,2014,78.8,85.6
85,2015,79.2,85.7
85,2016,78.8,85.9
85,2017,79.1,85.6
85,2018,79.3,85.6
85,2019,79.4,85.6
85,2020,79.6,86.1
85,2021,79.5,85.6
85,2022,79.0,85.3
86,2000,76.3,83.4
86,2001,76.8,83.6
86,2002,76.4,84.2
86,2003,76.8,83.3
86,2004,77.2,85.2
86,2005,77.0,84.7
86,2006,77.1,84.8
86,2007,77.4,85.6
86,2008,78.3,85.4
86,2009,78.0,85.1
86,2010,77.8,85.2
86,2011,78.2,85.1
86,2012,78.2,84.7
86,2013,79.1,85.0
86,2014,80.1,86.0
86,2015,80.1,85.7
86,2016,79.7,85.8
86,2017,80.2,86.0
86,2018,79.6,85.8
86,2019,80.0,86.0
86,2020,79.6,85.7
86,2021,79.8,85.5
86,2022,79.1,85.4
87,2000,75.2,84.0
87,2001,75.8,82.8
87,2002,75.7,83.2
87,2003,76.4,83.5
87,2004,77.3,84.3
87,2005,77.1,84.3
87,2006,77.5,84.5
87,2007,78.0,85.0
87,2008,77.9,84.4
87,2009,78.4,84.6
87,2010,78.5,85.0
87,2011,78.5,85.1
87,2012,79.0,85.3
87,2013,78.8,85.4
87,2014,79.4,85.8
87,2015,78.5,84.8
87,2016,79.4,85.6
87,2017,79.6,85.7
87,2018,79.0,85.9
87,2019,79.4,85.7
87,2020,79.4,85.8
87,2021,79.1,85.8
87,2022,79.5,85.0
88,2000,74.1,81.8
88,2001,74.2,81.9
88,2002,74.7,82.0
88,2003,74.4,82.2
88,2004,75.0,82.5
88,2005,75.0,82.7
88,2006,75.3,83.2
88,2007,75.8,83.6
88,2008,76.0,83.4
88,2009,76.4,84.0
88,2010,76.2,83.4
88,2011,76.3,83.8
88,2012,76.6,83.6
88,2013,77.7,83.9
88,2014,77.7,84.3
88,2015,77.9,84.0
88,2016,77.6,84.0
88,2017,78.2,84.1
88,2018,77.7,84.3
88,2019,77.9,85.1
88,2020,77.5,83.2
88,2021,77.2,83.9
88,2022,78.2,83.9
89,2000,73.5,82.1
89,2001,73.9,81.9
89,2002,74.5,82.4
89,2003,74.4,82.6
89,2004,75.5,82.8
89,2005,75.6,82.8
89,2006,75.5,83.1
89,2007,76.1,83.1
89,2008,75.8,82.9
89,2009,75.6,83.3
89,2010,76.5,83.3
89,2011,76.5,83.6
89,2012,77.0,83.5
89,2013,77.5,83.9
89,2014,77.4,84.4
89,2015,77.5,84.1
89,2016,77.3,84.4
89,2017,77.3,83.8
89,2018,77.8,84.2
89,2019,78.3,83.4
89,2020,77.3,83.9
89,2021,77.4,84.2
89,2022,76.7,83.2
90,2000,75.3,81.8
90,2001,75.1,82.0
90,2002,75.1,82.6
90,2003,75.1,82.5
90,2004,76.2,83.2
90,2005,76.2,82.9
90,2006,76.6,83.5
90,2007,77.5,84.1
90,2008,77.0,82.9
90,2009,77.4,84.0
90,2010,77.9,84.4
90,2011,77.8,83.6
90,2012,77.5,82.7
90,2013,78.5,83.8
90,2014,78.9,84.4
90,2015,78.7,83.0
90,2016,79.1,84.9
90,2017,78.5,85.2
90,2018,78.9,84.2
90,2019,78.6,85.0
90,2020,77.7,83.6
90,2021,79.1,84.0
90,2022,78.8,83.4
91,2000,76.8,83.1
91,2001,77.0,83.3
91,2002,77.1,83.5
91,2003,77.3,82.9
91,2004,78.2,84.7
91,2005,78.2,84.4
91,2006,78.9,84.7
91,2007,79.0,84.8
91,2008,79.4,85.3
91,2009,79.2,84.9
91,2010,79.6,85.1
91,2011,79.7,85.3
91,2012,80.4,85.2
91,2013,80.2,85.6
91,2014,80.7,86.2
91,2015,80.6,85.7
91,2016,80.8,85.6
91,2017,80.9,85.9
91,2018,81.3,86.1
91,2019,81.6,86.2
91,2020,80.0,85.1
91,2021,80.6,85.4
91,2022,81.2,85.5
92,2000,77.5,83.7
92,2001,77.5,83.6
92,2002,78.0,84.0
92,2003,77.6,83.5
92,2004,79.3,84.7
92,2005,79.1,84.8
92,2006,79.6,85.4
92,2007,79.9,85.4
92,2008,79.7,85.3
92,2009,80.4,85.7
92,2010,80.5,85.7
92,2011,80.6,85.8
92,2012,80.8,85.9
92,2013,81.0,85.8
92,2014,81.4,86.5
92,2015,81.5,86.2
92,2016,81.8,86.5
92,2017,81.8,86.3
92,2018,82.4,86.5
