annee_code_dpt;politique (parti);securite (Nombre_de_délits);socio_economie (PIB_par_Inflation);sante (Espérance_de_Vie_H/F);environnemental (Parc_installé_éolien_MW);education (Nombre_Total_Établissements);demographie (Population_Totale);technologie (Dépenses_en_R&D_en_pourcentages)
2015_15;;4119;31633.35;81.5;402.0;1;27747;2.23
2015_16;;14958;27720.91;81.8;555.0;15;75945;2.23
2015_17;;32174;27720.91;81.8;555.0;1;135463;2.23
2015_18;;13579;27422.03;81.1;876.0;1;67326;2.23
2015_19;;8142;27720.91;81.7;555.0;1;49310;2.23
2015_21;;23077;26360.46;82.5;379.0;13;126041;2.23
2015_22;;21415;27654.94;81.25;854.0;9;137905;2.23
2015_23;;3219;27720.91;81.15;555.0;1;22121;2.23
2015_24;;14237;27720.91;81.85;555.0;15;82689;2.23
2015_25;;27272;26360.46;82.4;379.0;5;134761;2.23
2015_26;;28989;31633.35;82.7;402.0;7;123953;2.23
2015_27;;23498;27876.85;81.05;567.0;7;157818;2.23
2015_28;;17653;27422.03;82.1;876.0;6;110486;2.23
2015_29;;36889;27654.94;80.8;854.0;11;211109;2.23
2015_30;;39682;27533.99;81.95;1037.0;5;174879;2.23
2015_31;;89917;27533.99;83.5;1037.0;7;323586;2.23
2015_32;;6495;27533.99;82.4;1037.0;5;39309;2.23
2015_33;;85692;27720.91;82.55;555.0;7;367510;2.23
2015_34;;73529;27533.99;82.5;1037.0;0;258561;2.23
2015_35;;40945;27654.94;82.55;854.0;2;270738;2.23
2015_36;;8009;27422.03;80.6;876.0;3;46349;2.23
2015_37;;26186;27422.03;82.75;876.0;6;145223;2.23
2015_38;;74971;31633.35;83.15;402.0;12;325529;2.23
2015_39;;8832;26360.46;81.95;379.0;10;61670;2.23
2015_40;;16900;27720.91;82.1;555.0;1;87421;2.23
2015_41;;14444;27422.03;82.4;876.0;4;77115;2.23
2015_42;;37368;31633.35;82.55;402.0;7;186752;2.23
2015_43;;6622;31633.35;81.55;402.0;4;52301;2.23
2015_44;;79342;29212.32;82.1;631.0;7;353654;2.23
2015_45;;32732;27422.03;81.85;876.0;3;171396;2.23
2015_46;;5705;27533.99;82.0;1037.0;5;33986;2.23
2015_47;;13092;27720.91;82.1;555.0;5;72810;2.23
2015_48;;2153;27533.99;81.3;1037.0;1;16278;2.23
2015_49;;30660;29212.32;82.9;631.0;9;212335;2.23
2015_50;;14377;27876.85;81.65;567.0;6;113790;2.23
2015_51;;31730;27373.05;81.0;2580.0;14;141407;2.23
2015_52;;7803;27373.05;80.45;2580.0;5;39350;2.23
2015_53;;9925;29212.32;82.65;631.0;4;79479;2.23
2015_54;;36988;27373.05;81.5;2580.0;25;176370;2.23
2015_55;;7367;27373.05;80.85;2580.0;14;44584;2.23
2015_56;;26184;27654.94;81.45;854.0;13;172978;2.23
2015_57;;44333;27373.05;81.0;2580.0;24;237911;2.23
2015_58;;8557;26360.46;80.65;379.0;9;41863;2.23
2015_59;;162583;26194.52;80.0;2321.0;29;702173;2.23
2015_60;;42656;26194.52;80.95;2321.0;12;219781;2.23
2015_61;;10809;27876.85;81.75;567.0;2;65342;2.23
2015_62;;74385;26194.52;79.5;2321.0;15;387844;2.23
2015_63;;27453;31633.35;82.1;402.0;5;147173;2.23
2015_64;;27602;27720.91;82.7;555.0;14;145785;2.23
2015_65;;9639;27533.99;81.8;1037.0;3;47105;2.23
2015_66;;31165;27533.99;81.4;1037.0;4;105943;2.23
2015_67;;47568;27373.05;82.05;2580.0;19;262537;2.23
2015_68;;32241;27373.05;81.85;2580.0;11;182359;2.23
2015_69;;128391;31633.35;83.2;402.0;11;471192;2.23
2015_70;;9090;26360.46;81.45;379.0;6;56302;2.23
2015_71;;19757;26360.46;81.65;379.0;6;122031;2.23
2015_72;;24201;29212.32;81.9;631.0;10;142285;2.23
2015_73;;22586;31633.35;82.75;402.0;8;100996;2.23
2015_74;;36434;31633.35;83.25;402.0;15;198857;2.23
2015_75;;265180;55402.84;83.8;43.0;3;433635;2.23
2015_76;;60888;27876.85;80.75;567.0;14;314082;2.23
2015_77;;85741;55402.84;82.0;43.0;15;390955;2.23
2015_78;;82600;55402.84;83.8;43.0;5;385095;2.23
2015_79;;12236;27720.91;82.6;555.0;7;87980;2.23
2015_80;;27238;26194.52;80.25;2321.0;10;142681;2.23
2015_81;;13774;27533.99;82.95;1037.0;2;87160;2.23
2015_82;;11106;27533.99;82.35;1037.0;1;62435;2.23
2015_83;;65200;30900.64;82.5;50.0;7;223768;2.23
2015_84;;32980;30900.64;81.6;50.0;5;134844;2.23
2015_85;;22544;29212.32;82.45;631.0;4;159723;2.23
2015_86;;18447;27720.91;82.9;555.0;4;103266;2.23
2015_87;;13095;27720.91;81.65;555.0;0;81749;2.23
2015_88;;13132;27373.05;80.95;2580.0;23;84633;2.23
2015_89;;17493;26360.46;80.8;379.0;10;79728;2.23
2015_90;;6353;26360.46;80.85;379.0;2;35523;2.23
2015_91;;71741;55402.84;83.15;43.0;5;350321;2.23
2015_92;;112093;55402.84;83.85;43.0;4;404220;2.23
2015_93;;136779;55402.84;81.8;43.0;15;461941;2.23
2015_94;;95136;55402.84;83.15;43.0;10;353979;2.23
2015_95;;82598;55402.84;82.35;43.0;12;347346;2.23
2016_01;;25197;32196.05;83.4;443.0;2;167230;2.22
2016_02;;22858;26291.67;79.95;2762.0;25;136758;2.22
2016_03;;13234;32196.05;81.4;443.0;2;70470;2.22
2016_04;;8463;31207.83;81.8;50.0;2;35133;2.22
2016_05;;6775;31207.83;83.25;50.0;0;31420;2.22
2016_06;;76507;31207.83;82.6;50.0;2;231355;2.22
2016_07;;11819;32196.05;82.35;443.0;4;73033;2.22
2016_08;;11711;27473.55;80.55;2877.0;11;65909;2.22
2016_09;;6492;27901.78;81.7;1164.0;2;32313;2.22
2016_10;;16684;27473.55;81.45;2877.0;20;75441;2.22
2016_11;;19230;27901.78;81.5;1164.0;3;80328;2.22
2016_12;;8686;27901.78;82.8;1164.0;7;57921;2.22
2016_13;;155440;31207.83;82.75;50.0;9;485093;2.22
2016_14;;28756;27760.03;81.95;643.0;30;168551;2.22
2016_15;;4117;32196.05;81.6;443.0;5;27874;2.22
2016_16;;15683;27996.61;81.9;688.0;15;75293;2.22
2016_17;;30792;27996.61;81.7;688.0;7;134154;2.22
2016_18;;13455;27521.46;80.65;950.0;8;66551;2.22
2016_19;;8399;27996.61;82.0;688.0;3;48944;2.22
2016_21;;22851;26404.47;82.75;511.0;18;125581;2.22
2016_22;;20836;28134.36;81.15;913.0;22;136901;2.22
2016_23;;3393;27996.61;80.05;688.0;0;21851;2.22
2016_24;;14400;27996.61;81.9;688.0;29;81770;2.22
2016_25;;25715;26404.47;82.3;511.0;9;135376;2.22
2016_26;;28099;32196.05;82.75;443.0;5;124934;2.22
2016_27;;24899;27760.03;81.35;643.0;5;157517;2.22
2016_28;;17380;27521.46;81.6;950.0;3;110088;2.22
2016_29;;36186;28134.36;80.9;913.0;6;210042;2.22
2016_30;;38921;27901.78;82.05;1164.0;4;174876;2.22
2016_31;;90840;27901.78;83.7;1164.0;8;330512;2.22
2016_32;;6813;27901.78;82.55;1164.0;9;39004;2.22
2016_33;;86418;27996.61;83.05;688.0;5;371473;2.22
2016_34;;76816;27901.78;82.7;1164.0;9;264508;2.22
2016_35;;42031;28134.36;82.65;913.0;3;272447;2.22
2016_36;;7956;27521.46;81.2;950.0;1;45943;2.22
2016_37;;26779;27521.46;83.3;950.0;12;145423;2.22
2016_38;;71210;32196.05;83.6;443.0;19;323046;2.22
2016_39;;9198;26404.47;82.25;511.0;10;60641;2.22
2016_40;;16847;27996.61;82.55;688.0;3;86864;2.22
2016_41;;14266;27521.46;82.2;950.0;1;76326;2.22
2016_42;;37827;32196.05;82.65;443.0;17;187819;2.22
2016_43;;7134;32196.05;82.05;443.0;1;52072;2.22
2016_44;;81908;29559.79;82.4;733.0;7;356179;2.22
2016_45;;34736;27521.46;82.45;950.0;6;171277;2.22
2016_46;;5459;27901.78;82.75;1164.0;9;33253;2.22
2016_47;;14537;27996.61;82.7;688.0;2;72336;2.22
2016_48;;2191;27901.78;81.05;1164.0;1;16324;2.22
2016_49;;31715;29559.79;83.2;733.0;5;211777;2.22
2016_50;;14492;27760.03;81.65;643.0;6;112227;2.22
2016_51;;30458;27473.55;81.0;2877.0;10;140462;2.22
2016_52;;7820;27473.55;81.3;2877.0;4;38574;2.22
2016_53;;10121;29559.79;82.6;733.0;4;78841;2.22
2016_54;;35710;27473.55;81.55;2877.0;13;176783;2.22
2016_55;;7210;27473.55;80.8;2877.0;2;44179;2.22
2016_56;;27656;28134.36;81.45;913.0;15;172222;2.22
2016_57;;42575;27473.55;81.35;2877.0;20;237564;2.22
2016_58;;8348;26404.47;80.35;511.0;7;41250;2.22
2016_59;;162056;26291.67;80.4;2762.0;20;697583;2.22
2016_60;;42673;26291.67;81.4;2762.0;15;219840;2.22
2016_61;;10535;27760.03;81.85;643.0;10;64801;2.22
2016_62;;73520;26291.67;79.6;2762.0;15;385592;2.22
2016_63;;28721;32196.05;82.1;443.0;2;147062;2.22
2016_64;;26286;27996.61;83.1;688.0;8;145706;2.22
2016_65;;9791;27901.78;81.9;1164.0;6;46094;2.22
2016_66;;28488;27901.78;82.1;1164.0;2;105850;2.22
2016_67;;45993;27473.55;82.5;2877.0;20;263597;2.22
2016_68;;30119;27473.55;82.2;2877.0;5;181219;2.22
2016_69;;136928;32196.05;83.7;443.0;7;472805;2.22
2016_70;;8386;26404.47;81.3;511.0;6;55817;2.22
2016_71;;20422;26404.47;82.25;511.0;18;121882;2.22
2016_72;;24855;29559.79;82.6;733.0;4;141348;2.22
2016_73;;22225;32196.05;83.1;443.0;4;101471;2.22
2016_74;;37361;32196.05;83.2;443.0;3;199925;2.22
2016_75;;271657;56365.54;83.95;43.0;10;426463;2.22
2016_76;;62821;27760.03;81.0;643.0;19;313026;2.22
2016_77;;83365;56365.54;82.3;43.0;13;391326;2.22
2016_78;;83228;56365.54;83.9;43.0;7;387109;2.22
2016_79;;12317;27996.61;82.2;688.0;5;88499;2.22
2016_80;;26481;26291.67;80.35;2762.0;15;142287;2.22
2016_81;;15027;27901.78;83.45;1164.0;3;86442;2.22
2016_82;;11449;27901.78;82.65;1164.0;1;62833;2.22
2016_83;;64515;31207.83;82.6;50.0;1;224498;2.22
2016_84;;32927;31207.83;82.1;50.0;5;134540;2.22
2016_85;;22656;29559.79;82.35;733.0;3;158585;2.22
2016_86;;17754;27996.61;82.75;688.0;10;104034;2.22
2016_87;;13886;27996.61;82.5;688.0;4;81554;2.22
2016_88;;13502;27473.55;80.8;2877.0;9;82531;2.22
2016_89;;19294;26404.47;80.85;511.0;18;78815;2.22
2016_90;;6693;26404.47;82.0;511.0;2;35102;2.22
2016_91;;69449;56365.54;83.2;43.0;8;354605;2.22
2016_92;;111533;56365.54;84.15;43.0;11;402677;2.22
2016_93;;140049;56365.54;82.25;43.0;3;466932;2.22
2016_94;;90855;56365.54;83.6;43.0;5;354431;2.22
2016_95;;80767;56365.54;82.6;43.0;6;348945;2.22
2017_01;4;25335;32817.7;83.05;500.0;1;167436;2.2
2017_02;7;23429;26908.16;80.2;3345.0;12;135238;2.2
2017_03;4;13668;32817.7;81.8;500.0;8;69603;2.2
2017_04;4;8423;31731.0;82.05;50.0;0;35009;2.2
2017_05;4;6676;31731.0;83.7;50.0;2;30987;2.2
2017_06;4;71867;31731.0;82.75;50.0;5;230534;2.2
2017_07;4;11915;32817.7;82.4;500.0;5;72319;2.2
2017_08;4;11492;28046.32;80.35;3100.0;0;64962;2.2
2017_09;4;6606;28165.08;81.75;1398.0;3;31968;2.2
2017_10;4;15955;28046.32;81.35;3100.0;4;75593;2.2
2017_11;4;18877;28165.08;81.9;1398.0;4;80818;2.2
2017_12;4;8455;28165.08;82.85;1398.0;8;57554;2.2
2017_13;4;151936;31731.0;82.65;50.0;3;483764;2.2
2017_14;4;29918;27775.14;81.95;725.0;26;165746;2.2
2017_15;4;4275;32817.7;81.1;500.0;2;27744;2.2
2017_16;4;15593;28365.0;81.95;856.0;15;74328;2.2
2017_17;4;32128;28365.0;82.0;856.0;0;134043;2.2
2017_18;4;13672;27967.14;81.2;1017.0;5;64938;2.2
2017_19;4;8495;28365.0;82.6;856.0;7;48547;2.2
2017_21;4;23070;27072.45;82.65;640.0;6;123924;2.2
2017_22;4;21740;28793.55;81.2;967.0;7;135511;2.2
2017_23;4;3799;28365.0;81.45;856.0;0;21831;2.2
2017_24;4;14725;28365.0;81.8;856.0;20;80370;2.2
2017_25;4;25730;27072.45;82.45;640.0;7;134822;2.2
2017_26;4;26922;32817.7;82.7;500.0;3;124963;2.2
2017_27;4;24771;27775.14;81.1;725.0;13;156208;2.2
2017_28;4;17133;27967.14;82.15;1017.0;10;109709;2.2
2017_29;4;37258;28793.55;81.15;967.0;9;207998;2.2
2017_30;4;39697;28165.08;82.7;1398.0;1;173500;2.2
2017_31;4;91920;28165.08;83.6;1398.0;4;332102;2.2
2017_32;4;6704;28165.08;82.55;1398.0;11;38779;2.2
2017_33;4;90924;28365.0;82.8;856.0;10;373459;2.2
2017_34;4;76683;28165.08;82.75;1398.0;4;266739;2.2
2017_35;4;42714;28793.55;82.9;967.0;10;274838;2.2
2017_36;4;8096;27967.14;81.5;1017.0;3;45367;2.2
2017_37;4;28258;27967.14;82.6;1017.0;7;144821;2.2
2017_38;4;73090;32817.7;83.5;500.0;11;323997;2.2
2017_39;4;9925;27072.45;82.45;640.0;2;60292;2.2
2017_40;4;16308;28365.0;82.2;856.0;4;87147;2.2
2017_41;4;14473;27967.14;82.05;1017.0;3;75552;2.2
2017_42;4;37457;32817.7;82.65;500.0;26;187457;2.2
2017_43;4;7409;32817.7;82.25;500.0;2;51342;2.2
2017_44;4;84547;30015.84;82.6;822.0;4;357100;2.2
2017_45;4;33583;27967.14;82.3;1017.0;5;173136;2.2
2017_46;4;6143;28165.08;82.85;1398.0;13;32986;2.2
2017_47;4;14045;28365.0;81.95;856.0;3;71826;2.2
2017_48;4;2179;28165.08;81.65;1398.0;2;16073;2.2
2017_49;4;31555;30015.84;83.35;822.0;4;211025;2.2
2017_50;4;15948;27775.14;81.95;725.0;11;110739;2.2
2017_51;4;30816;28046.32;81.4;3100.0;8;139867;2.2
2017_52;4;7742;28046.32;80.9;3100.0;6;37648;2.2
2017_53;4;10388;30015.84;83.1;822.0;4;77944;2.2
2017_54;4;34865;28046.32;81.9;3100.0;12;175266;2.2
2017_55;4;7244;28046.32;81.4;3100.0;5;43458;2.2
2017_56;4;28670;28793.55;81.85;967.0;9;171357;2.2
2017_57;4;43479;28046.32;81.2;3100.0;9;235585;2.2
2017_58;4;9036;27072.45;79.8;640.0;3;40669;2.2
2017_59;4;160257;26908.16;80.55;3345.0;32;693966;2.2
2017_60;4;41988;26908.16;81.1;3345.0;11;218587;2.2
2017_61;4;11179;27775.14;82.3;725.0;6;63732;2.2
2017_62;7;71327;26908.16;79.9;3345.0;11;382288;2.2
2017_63;4;30459;32817.7;82.15;500.0;5;146785;2.2
2017_64;4;27602;28365.0;82.95;856.0;5;145926;2.2
2017_65;4;10048;28165.08;82.25;1398.0;18;46579;2.2
2017_66;4;28671;28165.08;81.45;1398.0;2;104276;2.2
2017_67;4;48712;28046.32;82.4;3100.0;13;263421;2.2
2017_68;4;30599;28046.32;82.35;3100.0;15;180585;2.2
2017_69;4;139607;32817.7;83.65;500.0;3;474630;2.2
2017_70;4;8176;27072.45;81.35;640.0;7;55110;2.2
2017_71;4;20744;27072.45;82.25;640.0;11;121334;2.2
2017_72;4;25128;30015.84;82.1;822.0;2;140684;2.2
2017_73;4;22122;32817.7;82.95;500.0;8;101386;2.2
2017_74;4;37726;32817.7;83.55;500.0;6;200499;2.2
2017_75;4;281518;57247.62;83.95;70.0;10;422752;2.2
2017_76;4;62440;27775.14;81.2;725.0;16;311142;2.2
2017_77;4;84173;57247.62;82.5;70.0;15;392026;2.2
2017_78;4;82327;57247.62;84.1;70.0;8;388195;2.2
2017_79;4;13334;28365.0;82.55;856.0;1;87366;2.2
2017_80;4;28162;26908.16;80.7;3345.0;6;141940;2.2
2017_81;4;14985;28165.08;83.0;1398.0;3;86518;2.2
2017_82;4;11697;28165.08;82.05;1398.0;2;63172;2.2
2017_83;4;64524;31731.0;82.6;50.0;3;225082;2.2
2017_84;4;31564;31731.0;82.1;50.0;3;134438;2.2
2017_85;4;23132;30015.84;82.35;822.0;2;157879;2.2
2017_86;4;18609;28365.0;83.1;856.0;9;103451;2.2
2017_87;4;13682;28365.0;82.65;856.0;3;81286;2.2
2017_88;4;14204;28046.32;81.15;3100.0;14;81961;2.2
2017_89;4;17516;27072.45;80.55;640.0;15;77718;2.2
2017_90;4;6440;27072.45;81.85;640.0;4;33980;2.2
2017_91;4;69778;57247.62;83.4;70.0;17;356565;2.2
2017_92;4;107212;57247.62;84.05;70.0;9;402708;2.2
2017_93;4;144750;57247.62;82.2;70.0;1;473039;2.2
2017_94;4;92341;57247.62;83.7;70.0;11;359413;2.2
2017_95;4;83552;57247.62;82.6;70.0;3;351331;2.2
2018_01;;26683;33588.61;83.3;552.0;3;167453;2.2
2018_02;;26120;27192.93;80.15;3945.0;7;134403;2.2
2018_03;;13587;33588.61;81.5;552.0;4;70025;2.2
2018_04;;8579;32177.71;82.05;48.0;1;34584;2.2
2018_05;;6658;32177.71;83.45;48.0;4;30341;2.2
2018_06;;72414;32177.71;83.15;48.0;8;231034;2.2
2018_07;;11846;33588.61;82.45;552.0;13;72319;2.2
2018_08;;12370;28488.95;80.75;3383.0;2;64051;2.2
2018_09;;6352;28681.39;82.25;1518.0;3;31454;2.2
2018_10;;16758;28488.95;81.35;3383.0;16;75858;2.2
2018_11;;17921;28681.39;81.6;1518.0;3;81039;2.2
2018_12;;8521;28681.39;83.25;1518.0;7;57301;2.2
2018_13;;155626;32177.71;82.85;48.0;9;486679;2.2
2018_14;;29753;27974.47;81.85;822.0;33;164621;2.2
2018_15;;4530;33588.61;81.25;552.0;1;27601;2.2
2018_16;;16303;28864.02;82.05;945.0;9;73907;2.2
2018_17;;31105;28864.02;82.2;945.0;8;132747;2.2
2018_18;;13269;28303.39;80.7;1134.0;2;64273;2.2
2018_19;;8781;28864.02;82.15;945.0;4;49052;2.2
2018_21;;23326;27358.86;82.9;708.0;10;123485;2.2
2018_22;;21952;28945.51;81.4;1014.0;13;135403;2.2
2018_23;;4056;28864.02;81.25;945.0;0;21401;2.2
2018_24;;14787;28864.02;82.25;945.0;13;80149;2.2
2018_25;;25924;27358.86;82.1;708.0;12;135001;2.2
2018_26;;26658;33588.61;82.65;552.0;10;125305;2.2
2018_27;;24370;27974.47;81.3;822.0;16;154355;2.2
2018_28;;17561;28303.39;82.15;1134.0;5;109180;2.2
2018_29;;37492;28945.51;81.05;1014.0;12;206203;2.2
2018_30;;38990;28681.39;82.25;1518.0;3;172854;2.2
2018_31;;91127;28681.39;83.9;1518.0;7;334809;2.2
2018_32;;6402;28681.39;82.4;1518.0;6;38779;2.2
2018_33;;94706;28864.02;83.1;945.0;6;376552;2.2
2018_34;;75276;28681.39;82.75;1518.0;5;267831;2.2
2018_35;;44435;28945.51;82.9;1014.0;4;274994;2.2
2018_36;;8314;28303.39;81.3;1134.0;0;44714;2.2
2018_37;;28856;28303.39;83.1;1134.0;7;144640;2.2
2018_38;;75215;33588.61;83.7;552.0;33;325547;2.2
2018_39;;11041;27358.86;82.4;708.0;8;59452;2.2
2018_40;;16391;28864.02;82.5;945.0;0;87450;2.2
2018_41;;13410;28303.39;82.25;1134.0;2;74719;2.2
2018_42;;38214;33588.61;83.15;552.0;13;186655;2.2
2018_43;;7917;33588.61;82.35;552.0;7;51356;2.2
2018_44;;86030;30419.24;82.8;911.0;10;360864;2.2
2018_45;;32767;28303.39;82.65;1134.0;4;172229;2.2
2018_46;;6720;28681.39;82.85;1518.0;8;32509;2.2
2018_47;;15509;28864.02;82.55;945.0;0;71418;2.2
2018_48;;2172;28681.39;82.2;1518.0;3;15840;2.2
2018_49;;31533;30419.24;83.4;911.0;8;209703;2.2
2018_50;;15868;27974.47;82.05;822.0;13;109307;2.2
2018_51;;30552;28488.95;81.4;3383.0;7;138877;2.2
2018_52;;7942;28488.95;80.85;3383.0;4;36995;2.2
2018_53;;10330;30419.24;83.05;911.0;8;77080;2.2
2018_54;;33611;28488.95;82.1;3383.0;11;174635;2.2
2018_55;;7393;28488.95;81.3;3383.0;4;42369;2.2
2018_56;;28108;28945.51;81.75;1014.0;11;170149;2.2
2018_57;;43127;28488.95;81.35;3383.0;19;235742;2.2
2018_58;;8102;27358.86;80.5;708.0;0;40398;2.2
2018_59;;160566;27192.93;80.6;3945.0;23;692671;2.2
2018_60;;41336;27192.93;81.55;3945.0;4;218343;2.2
2018_61;;11033;27974.47;81.8;822.0;1;62508;2.2
2018_62;;72706;27192.93;79.75;3945.0;30;379377;2.2
2018_63;;29026;33588.61;82.55;552.0;2;148868;2.2
2018_64;;27032;28864.02;83.15;945.0;8;145314;2.2
2018_65;;10162;28681.39;82.2;1518.0;12;46673;2.2
2018_66;;28918;28681.39;81.5;1518.0;3;104440;2.2
2018_67;;49708;28488.95;82.25;3383.0;12;264503;2.2
2018_68;;31041;28488.95;82.3;3383.0;23;179434;2.2
2018_69;;139329;33588.61;84.0;552.0;5;480311;2.2
2018_70;;8155;27358.86;81.65;708.0;24;54623;2.2
2018_71;;20728;27358.86;82.3;708.0;19;120524;2.2
2018_72;;26518;30419.24;82.15;911.0;2;139292;2.2
2018_73;;21259;33588.61;83.4;552.0;6;101084;2.2
2018_74;;37879;33588.61;83.95;552.0;23;202232;2.2
2018_75;;286979;58551.79;84.3;70.0;9;417262;2.2
2018_76;;62433;27974.47;81.25;822.0;15;310600;2.2
2018_77;;81797;58551.79;82.65;70.0;10;393043;2.2
2018_78;;81371;58551.79;84.1;70.0;9;388835;2.2
2018_79;;13209;28864.02;82.4;945.0;5;86639;2.2
2018_80;;28839;27192.93;80.8;3945.0;9;140106;2.2
2018_81;;15448;28681.39;82.6;1518.0;3;86150;2.2
2018_82;;11454;28681.39;82.6;1518.0;1;62908;2.2
2018_83;;63969;32177.71;82.7;48.0;3;225566;2.2
2018_84;;31027;32177.71;82.45;48.0;2;133502;2.2
2018_85;;22951;30419.24;82.45;911.0;1;157453;2.2
2018_86;;19048;28864.02;82.7;945.0;9;103034;2.2
2018_87;;13220;28864.02;82.45;945.0;4;80528;2.2
2018_88;;13524;28488.95;81.0;3383.0;15;80989;2.2
2018_89;;17456;27358.86;81.0;708.0;11;76966;2.2
2018_90;;6344;27358.86;81.55;708.0;2;34528;2.2
2018_91;;70037;58551.79;83.7;70.0;10;356240;2.2
2018_92;;109142;58551.79;84.45;70.0;7;404893;2.2
2018_93;;142255;58551.79;82.2;70.0;7;477029;2.2
2018_94;;90605;58551.79;83.45;70.0;2;361739;2.2
2018_95;;80749;58551.79;82.75;70.0;8;356597;2.2
2019_01;;27831;34630.6;83.6;552.0;6;169629;2.19
2019_02;;26577;27986.35;80.15;4523.0;6;133588;2.19
2019_03;;14440;34630.6;81.65;552.0;1;69487;2.19
2019_04;;8831;33078.83;82.35;48.0;1;34831;2.19
2019_05;;6135;33078.83;83.0;48.0;4;30595;2.19
2019_06;;74434;33078.83;83.2;48.0;5;233189;2.19
2019_07;;11958;34630.6;82.3;552.0;5;73042;2.19
2019_08;;12722;29153.4;81.05;3603.0;6;63776;2.19
2019_09;;6696;29618.24;82.15;1630.0;1;31578;2.19
2019_10;;17100;29153.4;81.3;3603.0;7;75763;2.19
2019_11;;18654;29618.24;82.55;1630.0;3;81218;2.19
2019_12;;8627;29618.24;83.6;1630.0;2;57231;2.19
2019_13;;155948;33078.83;83.05;48.0;24;485338;2.19
2019_14;;29470;28739.99;82.1;836.0;27;162591;2.19
2019_15;;4553;34630.6;82.25;552.0;3;27642;2.19
2019_16;;16240;29867.47;81.95;1039.0;8;73777;2.19
2019_17;;33039;29867.47;82.15;1039.0;4;133325;2.19
2019_18;;12910;29123.73;81.2;1255.0;7;64020;2.19
2019_19;;8904;29867.47;82.15;1039.0;2;48851;2.19
2019_21;;24037;28105.03;83.25;808.0;10;121319;2.19
2019_22;;21957;29985.16;81.4;1045.0;9;135520;2.19
2019_23;;4152;29867.47;80.35;1039.0;2;21350;2.19
2019_24;;15163;29867.47;82.0;1039.0;23;79907;2.19
2019_25;;26105;28105.03;82.6;808.0;9;134289;2.19
2019_26;;26961;34630.6;82.9;552.0;5;125880;2.19
2019_27;;25304;28739.99;81.3;836.0;11;154485;2.19
2019_28;;17697;29123.73;81.95;1255.0;6;109734;2.19
2019_29;;37542;29985.16;81.65;1045.0;6;205052;2.19
2019_30;;39628;29618.24;82.55;1630.0;1;172903;2.19
2019_31;;95073;29618.24;83.8;1630.0;7;332599;2.19
2019_32;;6274;29618.24;82.7;1630.0;5;38964;2.19
2019_33;;102416;29867.47;83.05;1039.0;3;376615;2.19
2019_34;;80074;29618.24;83.05;1630.0;7;268486;2.19
2019_35;;44261;29985.16;83.3;1045.0;2;273671;2.19
2019_36;;8194;29123.73;81.6;1255.0;2;44524;2.19
2019_37;;29328;29123.73;83.0;1255.0;10;143147;2.19
2019_38;;78784;34630.6;83.65;552.0;8;324439;2.19
2019_39;;10329;28105.03;82.45;808.0;5;59399;2.19
2019_40;;16344;29867.47;82.9;1039.0;0;88325;2.19
2019_41;;13471;29123.73;82.5;1255.0;5;74769;2.19
2019_42;;38347;34630.6;82.8;552.0;8;186413;2.19
2019_43;;8688;34630.6;82.5;552.0;0;51643;2.19
2019_44;;89198;31547.82;82.75;1012.0;4;362765;2.19
2019_45;;31140;29123.73;82.5;1255.0;4;172390;2.19
2019_46;;6604;29618.24;82.6;1630.0;5;32673;2.19
2019_47;;14956;29867.47;82.65;1039.0;1;71365;2.19
2019_48;;2503;29618.24;81.5;1630.0;2;15793;2.19
2019_49;;31840;31547.82;83.5;1012.0;8;206741;2.19
2019_50;;16392;28739.99;82.05;836.0;7;108878;2.19
2019_51;;31267;29153.4;81.75;3603.0;11;136557;2.19
2019_52;;8015;29153.4;81.15;3603.0;2;36638;2.19
2019_53;;10484;31547.82;83.35;1012.0;10;76958;2.19
2019_54;;34510;29153.4;82.1;3603.0;18;170660;2.19
2019_55;;7479;29153.4;81.3;3603.0;1;42030;2.19
2019_56;;29392;29985.16;81.8;1045.0;5;170877;2.19
2019_57;;44699;29153.4;81.4;3603.0;30;235229;2.19
2019_58;;8855;28105.03;80.95;808.0;0;40251;2.19
2019_59;;165754;27986.35;80.95;4523.0;11;683615;2.19
2019_60;;40821;27986.35;81.9;4523.0;11;219073;2.19
2019_61;;11378;28739.99;81.95;836.0;2;61935;2.19
2019_62;;74568;27986.35;80.35;4523.0;14;375783;2.19
2019_63;;29698;34630.6;82.2;552.0;9;147582;2.19
2019_64;;27017;29867.47;83.25;1039.0;4;145039;2.19
2019_65;;10263;29618.24;82.95;1630.0;37;46597;2.19
2019_66;;31038;29618.24;81.9;1630.0;2;105202;2.19
2019_67;;50551;29153.4;82.85;3603.0;19;262031;2.19
2019_68;;32249;29153.4;82.7;3603.0;15;179574;2.19
2019_69;;141679;34630.6;83.95;552.0;7;477028;2.19
2019_70;;8299;28105.03;81.95;808.0;6;54564;2.19
2019_71;;20506;28105.03;82.2;808.0;7;120605;2.19
2019_72;;28608;31547.82;82.6;1012.0;3;138884;2.19
2019_73;;20807;34630.6;83.35;552.0;5;101399;2.19
2019_74;;38792;34630.6;83.75;552.0;5;205999;2.19
2019_75;;314530;61240.23;84.4;89.0;14;410686;2.19
2019_76;;67357;28739.99;81.45;836.0;19;307407;2.19
