Département,Année,Délits_total
66,2008,34906
66,2009,34285
66,2010,32383
66,2011,31099
66,2012,31292
66,2013,30946
66,2014,31027
66,2015,31165
66,2016,28488
66,2017,28671
66,2018,28918
66,2019,31038
66,2020,27130
66,2021,28743
66,2022,21145
67,1996,62014
67,1997,62745
67,1998,61287
67,1999,61814
67,2000,70308
67,2001,73732
67,2002,71331
67,2003,69101
67,2004,65281
67,2005,65450
67,2006,62174
67,2007,58375
67,2008,52803
67,2009,51861
67,2010,49339
67,2011,47581
67,2012,48403
67,2013,47538
67,2014,47383
67,2015,47568
67,2016,45993
67,2017,48712
67,2018,49708
67,2019,50551
67,2020,46986
67,2021,50712
67,2022,35158
68,1996,38794
68,1997,38131
68,1998,35130
68,1999,36766
68,2000,36402
68,2001,42001
68,2002,45452
68,2003,41986
68,2004,36891
68,2005,37364
68,2006,36274
68,2007,35124
68,2008,32788
68,2009,33611
68,2010,32240
68,2011,31093
68,2012,31099
68,2013,31744
68,2014,33278
68,2015,32241
68,2016,30119
68,2017,30599
68,2018,31041
68,2019,32249
68,2020,27828
68,2021,31789
68,2022,22663
69,1996,130152
69,1997,132404
69,1998,135280
69,1999,129121
69,2000,134717
69,2001,141050
69,2002,142196
69,2003,139074
69,2004,134729
69,2005,134125
69,2006,137141
69,2007,124160
69,2008,121365
69,2009,120531
69,2010,116078
69,2011,114544
69,2012,118941
69,2013,123632
69,2014,121708
69,2015,128391
69,2016,136928
69,2017,139607
69,2018,139329
69,2019,141679
69,2020,123777
69,2021,142334
69,2022,100731
70,1996,7083
70,1997,7029
70,1998,6948
70,1999,7963
70,2000,7963
70,2001,8747
70,2002,8733
70,2003,7587
70,2004,7468
70,2005,7481
70,2006,7265
70,2007,7232
70,2008,8226
70,2009,7766
70,2010,7368
70,2011,7198
70,2012,8141
70,2013,8642
70,2014,9220
70,2015,9090
70,2016,8386
70,2017,8176
70,2018,8155
70,2019,8299
70,2020,7613
70,2021,7634
70,2022,5582
71,1996,19022
71,1997,19830
71,1998,17546
71,1999,18749
71,2000,20729
71,2001,22703
71,2002,23454
71,2003,22215
71,2004,21974
71,2005,21471
71,2006,20402
71,2007,20040
71,2008,19411
71,2009,18676
71,2010,18519
71,2011,19671
71,2012,19227
71,2013,19948
71,2014,20374
71,2015,19757
71,2016,20422
71,2017,20744
71,2018,20728
71,2019,20506
71,2020,18476
71,2021,20783
71,2022,14276
72,1996,18443
72,1997,19401
72,1998,20353
72,1999,19834
72,2000,21462
72,2001,24277
72,2002,24656
72,2003,24359
72,2004,23519
72,2005,22095
72,2006,20986
72,2007,20953
72,2008,20563
72,2009,19826
72,2010,19184
72,2011,19568
72,2012,20798
72,2013,21211
72,2014,23156
72,2015,24201
72,2016,24855
72,2017,25128
72,2018,26518
72,2019,28608
72,2020,22912
72,2021,24698
72,2022,16588
73,1996,26522
73,1997,24209
73,1998,26583
73,1999,29203
73,2000,30232
73,2001,31027
73,2002,29787
73,2003,28598
73,2004,28889
73,2005,28393
73,2006,27073
73,2007,26981
73,2008,26926
73,2009,26861
73,2010,25650
73,2011,26254
73,2012,26491
73,2013,25296
73,2014,25218
73,2015,22586
73,2016,22225
73,2017,22122
73,2018,21259
73,2019,20807
73,2020,18268
73,2021,18606
73,2022,14312
74,1996,35560
74,1997,34604
74,1998,36622
74,1999,32639
74,2000,38104
74,2001,42471
74,2002,43110
74,2003,41946
74,2004,41126
74,2005,41925
74,2006,39741
74,2007,38259
74,2008,38601
74,2009,38074
74,2010,35317
74,2011,35982
74,2012,35782
74,2013,35120
74,2014,35817
74,2015,36434
74,2016,37361
74,2017,37726
74,2018,37879
74,2019,38792
74,2020,35316
74,2021,39505
74,2022,28107
75,1996,276159
75,1997,273137
75,1998,285974
75,1999,292068
75,2000,296546
75,2001,312156
75,2002,300787
75,2003,280356
75,2004,267943
75,2005,258958
75,2006,255688
75,2007,244451
75,2008,237888
75,2009,234445
75,2010,238114
75,2011,233038
75,2012,233853
75,2013,243788
75,2014,277148
75,2015,265180
75,2016,271657
75,2017,281518
75,2018,286979
75,2019,314530
75,2020,246731
75,2021,263945
75,2022,192414
76,1996,81568
76,1997,75427
76,1998,74540
76,1999,71083
76,2000,72207
76,2001,75456
76,2002,77364
76,2003,76737
76,2004,75162
76,2005,77109
76,2006,74837
76,2007,70503
76,2008,69439
76,2009,67936
76,2010,65791
76,2011,64750
76,2012,63357
76,2013,63195
76,2014,57959
76,2015,60888
76,2016,62821
76,2017,62440
76,2018,62433
76,2019,67357
76,2020,58671
76,2021,59850
76,2022,45900
77,1996,82900
77,1997,79471
77,1998,85539
77,1999,84618
77,2000,85989
77,2001,92977
77,2002,94808
77,2003,95588
77,2004,93045
77,2005,95317
77,2006,93226
77,2007,88116
77,2008,86066
77,2009,86412
77,2010,80808
77,2011,80803
77,2012,80518
77,2013,82133
77,2014,84606
77,2015,85741
77,2016,83365
77,2017,84173
77,2018,81797
77,2019,80481
77,2020,70447
77,2021,78646
77,2022,56238
78,1996,90951
78,1997,88205
78,1998,90996
78,1999,91307
78,2000,95968
78,2001,103892
78,2002,103319
78,2003,101811
78,2004,95166
78,2005,93060
78,2006,94244
78,2007,88331
78,2008,88593
78,2009,89903
78,2010,84309
78,2011,83954
78,2012,81739
78,2013,83821
78,2014,84102
78,2015,82600
78,2016,83228
78,2017,82327
78,2018,81371
78,2019,81660
78,2020,72222
78,2021,75695
78,2022,54509
79,1996,8770
79,1997,9060
79,1998,8137
79,1999,8314
79,2000,9677
79,2001,10487
79,2002,10737
79,2003,10543
79,2004,10434
79,2005,10483
79,2006,10928
79,2007,10804
79,2008,11744
79,2009,11919
79,2010,11937
79,2011,11655
79,2012,11957
79,2013,12498
79,2014,11557
79,2015,12236
79,2016,12317
79,2017,13334
79,2018,13209
79,2019,14066
79,2020,12581
79,2021,12954
79,2022,9649
80,1996,28950
80,1997,28964
80,1998,30199
80,1999,29977
80,2000,32002
80,2001,33178
80,2002,32132
80,2003,31082
80,2004,29445
80,2005,27649
80,2006,27515
80,2007,28285
80,2008,28146
80,2009,27559
80,2010,27086
80,2011,27754
80,2012,28162
80,2013,27431
80,2014,27190
80,2015,27238
80,2016,26481
80,2017,28162
80,2018,28839
80,2019,28164
80,2020,23405
80,2021,25327
80,2022,19153
81,1996,11094
81,1997,11900
81,1998,12029
81,1999,12671
81,2000,13310
81,2001,14593
81,2002,14959
81,2003,14531
81,2004,13501
81,2005,13184
81,2006,12748
81,2007,13144
81,2008,13166
81,2009,13887
81,2010,13738
81,2011,13381
81,2012,13341
81,2013,13106
81,2014,13879
81,2015,13774
81,2016,15027
81,2017,14985
81,2018,15448
81,2019,15602
81,2020,13734
81,2021,15288
81,2022,10938
82,1996,9099
82,1997,9160
82,1998,8861
82,1999,9411
82,2000,9651
82,2001,10752
82,2002,11030
82,2003,11026
82,2004,11097
82,2005,10627
82,2006,10918
82,2007,10984
82,2008,10625
82,2009,11463
82,2010,10559
82,2011,10760
82,2012,10491
82,2013,10948
82,2014,11058
82,2015,11106
82,2016,11449
82,2017,11697
82,2018,11454
82,2019,10746
82,2020,9454
82,2021,9308
82,2022,6777
83,1996,71838
83,1997,69625
83,1998,74407
83,1999,70715
83,2000,72544
83,2001,82459
83,2002,78820
83,2003,73346
83,2004,70198
83,2005,69356
83,2006,68750
83,2007,64957
83,2008,62812
83,2009,63805
83,2010,62959
83,2011,61700
83,2012,61069
83,2013,62845
83,2014,63981
83,2015,65200
83,2016,64515
83,2017,64524
83,2018,63969
83,2019,63991
83,2020,57165
83,2021,64463
83,2022,46451
84,1996,37279
84,1997,34265
84,1998,33250
84,1999,34871
84,2000,39294
84,2001,44449
84,2002,45352
84,2003,41922
84,2004,39645
84,2005,37559
84,2006,37028
84,2007,36594
84,2008,38234
84,2009,39068
84,2010,36998
84,2011,36159
84,2012,33527
84,2013,32577
84,2014,32867
84,2015,32980
84,2016,32927
84,2017,31564
84,2018,31027
84,2019,31998
84,2020,27398
84,2021,31334
84,2022,22228
85,1996,19445
85,1997,17442
85,1998,15719
85,1999,18686
85,2000,19589
85,2001,22005
85,2002,24289
85,2003,22654
85,2004,21087
85,2005,21585
85,2006,21359
85,2007,20001
85,2008,20605
85,2009,21093
85,2010,20087
85,2011,21020
85,2012,20457
85,2013,22567
85,2014,23086
85,2015,22544
85,2016,22656
85,2017,23132
85,2018,22951
85,2019,23838
85,2020,22183
85,2021,23576
85,2022,17304
86,1996,16339
86,1997,16356
86,1998,14807
86,1999,16084
86,2000,15677
86,2001,18043
86,2002,19631
86,2003,19524
86,2004,19213
86,2005,18776
86,2006,18611
86,2007,17741
86,2008,17877
86,2009,17152
86,2010,16551
86,2011,15919
86,2012,15439
86,2013,17653
86,2014,18073
86,2015,18447
86,2016,17754
86,2017,18609
86,2018,19048
86,2019,20187
86,2020,17597
86,2021,18524
86,2022,13755
87,1996,11053
87,1997,10891
87,1998,11054
87,1999,12758
87,2000,14229
87,2001,14419
87,2002,15095
87,2003,14195
87,2004,14639
87,2005,14947
87,2006,14027
87,2007,14316
87,2008,15058
87,2009,14353
87,2010,13427
87,2011,13560
87,2012,13062
87,2013,13156
87,2014,13071
87,2015,13095
87,2016,13886
87,2017,13682
87,2018,13220
87,2019,13922
87,2020,12529
87,2021,14912
87,2022,11202
88,1996,12283
88,1997,12588
88,1998,12001
88,1999,11835
88,2000,11830
88,2001,14944
88,2002,15457
88,2003,15402
88,2004,14484
88,2005,14002
88,2006,14169
88,2007,14846
88,2008,14226
88,2009,14769
88,2010,13163
88,2011,13870
88,2012,12579
88,2013,12462
88,2014,12606
88,2015,13132
88,2016,13502
88,2017,14204
88,2018,13524
88,2019,14339
88,2020,13377
88,2021,14011
88,2022,9390
89,1996,12885
89,1997,14131
89,1998,13392
89,1999,15220
89,2000,16245
89,2001,17894
89,2002,19566
89,2003,19279
89,2004,18326
89,2005,16713
89,2006,16636
89,2007,15491
89,2008,16341
89,2009,15947
89,2010,15926
89,2011,16211
89,2012,16265
89,2013,16645
89,2014,20213
89,2015,17493
89,2016,19294
89,2017,17516
89,2018,17456
89,2019,16440
89,2020,16314
89,2021,17314
89,2022,11992
90,1996,7354
90,1997,6873
90,1998,6533
90,1999,7062
90,2000,7074
90,2001,7523
90,2002,7889
90,2003,7544
90,2004,7476
90,2005,7008
90,2006,7038
90,2007,6588
90,2008,6754
90,2009,6446
90,2010,6394
90,2011,6271
90,2012,6127
90,2013,6479
90,2014,6580
90,2015,6353
90,2016,6693
90,2017,6440
90,2018,6344
90,2019,6202
90,2020,5029
90,2021,5177
90,2022,3733
91,1996,75743
91,1997,71361
91,1998,73225
91,1999,74035
91,2000,75602
91,2001,81482
91,2002,82419
91,2003,81024
91,2004,79118
91,2005,79250
91,2006,77537
91,2007,76200
91,2008,75699
91,2009,71493
91,2010,69801
91,2011,71790
91,2012,71114
91,2013,71856
91,2014,70229
91,2015,71741
91,2016,69449
91,2017,69778
91,2018,70037
91,2019,71017
91,2020,64566
91,2021,70370
91,2022,51045
92,1996,102955
92,1997,100640
92,1998,97889
92,1999,102067
92,2000,108760
92,2001,118750
92,2002,116632
92,2003,113043
92,2004,107026
92,2005,104136
92,2006,103022
92,2007,97624
92,2008,94204
92,2009,96581
92,2010,96476
92,2011,95567
92,2012,96050
92,2013,101152
92,2014,109619
92,2015,112093
92,2016,111533
92,2017,107212
92,2018,109142
92,2019,115501
92,2020,103572
92,2021,115945
92,2022,80579
93,1996,112569
93,1997,115421
93,1998,118120
93,1999,125169
93,2000,132867
93,2001,141790
93,2002,140262
93,2003,137320
93,2004,134323
93,2005,134575
93,2006,146856
93,2007,147307
93,2008,141890
93,2009,142748
93,2010,142034
93,2011,140367
93,2012,140353
93,2013,141825
93,2014,135741
93,2015,136779
93,2016,140049
93,2017,144750
93,2018,142255
93,2019,150176
93,2020,137446
93,2021,148023
93,2022,102721
94,1996,92175
94,1997,90945
94,1998,92116
94,1999,93442
94,2000,103160
94,2001,106055
94,2002,103441
94,2003,103198
94,2004,97371
94,2005,95382
94,2006,93302
94,2007,94658
94,2008,92343
94,2009,91214
94,2010,90179
94,2011,89103
94,2012,88535
94,2013,86031
94,2014,91432
94,2015,95136
94,2016,90855
94,2017,92341
94,2018,90605
94,2019,94694
94,2020,87247
94,2021,93728
94,2022,65423
95,1996,92172
95,1997,93497
95,1998,92577
95,1999,96865
95,2000,105247
95,2001,111693
95,2002,112710
95,2003,106366
95,2004,98845
95,2005,98653
95,2006,97335
95,2007,94841
95,2008,93641
95,2009,93183
95,2010,92307
95,2011,92478
95,2012,88837
95,2013,87559
95,2014,83551
95,2015,82598
95,2016,80767
95,2017,83552
95,2018,80749
95,2019,84263
95,2020,73729
95,2021,82364
95,2022,57051
971,2000,24827
971,2001,26670
971,2002,28798
971,2003,27575
971,2004,28240
971,2005,24715
971,2006,24891
971,2007,26092
971,2008,26032
971,2009,27034
971,2010,26470
971,2011,25675
971,2012,25709
971,2013,26178
971,2014,24867
971,2015,25709
971,2016,25330
971,2017,24295
971,2018,23542
971,2019,23463
971,2020,21096
971,2021,23561
971,2022,15663
972,2000,21955
972,2001,24512
972,2002,24491
972,2003,22263
972,2004,23267
972,2005,22125
972,2006,21581
972,2007,21244
972,2008,22130
972,2009,22069
972,2010,22411
972,2011,21757
972,2012,22645
972,2013,21180
972,2014,19734
972,2015,19369
972,2016,18936
972,2017,18685
972,2018,17609
972,2019,18851
972,2020,16219
972,2021,18101
972,2022,12329
973,2000,15730
973,2001,15311
973,2002,17961
973,2003,18654
973,2004,20111
973,2005,22998
973,2006,24034
973,2007,24687
973,2008,21837
973,2009,26696
973,2010,28271
973,2011,30420
973,2012,30684
973,2013,21771
973,2014,19772
973,2015,21135
973,2016,21689
973,2017,19688
973,2018,17981
973,2019,19176
973,2020,17518
973,2021,20258
973,2022,13711
974,2000,28673
974,2001,32930
974,2002,34407
974,2003,34722
974,2004,33793
974,2005,33954
974,2006,31530
974,2007,30911
974,2008,31403
974,2009,31338
974,2010,30590
974,2011,31138
974,2012,29251
974,2013,29652
974,2014,30004
974,2015,33225
974,2016,36298
974,2017,34235
974,2018,32506
974,2019,31341
974,2020,27692
974,2021,29098
974,2022,19157
975,2000,0
975,2001,0
975,2002,0
975,2003,75
975,2004,110
975,2005,86
975,2006,128
975,2007,111
975,2008,133
975,2009,197
975,2010,139
975,2011,139
975,2012,151
975,2013,139
975,2014,101
975,2015,135
975,2016,112
975,2017,99
975,2018,140
975,2019,152
975,2020,125
975,2021,149
975,2022,90
976,2000,1053
976,2001,1471
976,2002,4988
976,2003,10861
976,2004,13181
976,2005,12792
976,2006,19090
976,2007,22795
976,2008,21256
976,2009,21236
976,2010,27037
976,2011,27508
976,2012,22347
976,2013,12868
976,2014,14045
976,2015,12038
976,2016,10913
976,2017,10048
976,2018,9189
976,2019,10115
976,2020,10576
976,2021,11635
976,2022,8286
977,2005,501
977,2006,387
977,2007,458
977,2008,480
977,2009,526
977,2010,490
977,2011,469
977,2012,418
977,2013,428
977,2014,436
977,2015,347
977,2016,421
977,2017,481
977,2018,425
977,2019,472
977,2020,382
977,2021,471
977,2022,400
978,2005,2606
978,2006,3071
978,2007,3763
978,2008,3704
978,2009,3983
978,2010,3601
978,2011,3804
978,2012,3772
978,2013,3822
978,2014,3347
978,2015,3155
978,2016,2585
978,2017,2657
978,2018,2514
978,2019,2590
978,2020,2525
978,2021,2497
978,2022,1867
986,2003,119
986,2004,145
986,2005,172
986,2006,97
986,2007,242
986,2008,188
986,2009,129
986,2010,134
986,2011,115
986,2012,224
986,2013,189
986,2014,133
986,2015,173
986,2016,124
986,2017,135
986,2018,149
986,2019,127
986,2020,177
986,2021,183
986,2022,84
987,2000,2779
987,2001,3225
987,2002,3459
987,2003,8977
987,2004,9131
987,2005,9720
987,2006,9269
987,2007,10748
987,2008,10949
987,2009,12156
987,2010,13362
987,2011,13538
987,2012,13378
987,2013,14627
987,2014,14146
987,2015,13739
987,2016,12639
987,2017,12358
987,2018,11851
987,2019,12115
987,2020,10307
987,2021,10129
987,2022,7042
988,2000,4974
988,2001,6481
988,2002,8129
988,2003,11714
988,2004,13388
988,2005,12513
988,2006,13058
988,2007,12421
988,2008,12387
988,2009,12458
988,2010,13994
988,2011,14755
988,2012,14131
988,2013,15955
988,2014,15485
988,2015,16943
988,2016,17532
988,2017,18358
988,2018,18967
988,2019,19541
988,2020,18018
988,2021,17085
988,2022,13060
