Année;Département;Délits_total
2016;84;32927
2016;85;22656
2016;86;17754
2016;87;13886
2016;88;13502
2016;89;19294
2016;90;6693
2016;91;69449
2016;92;111533
2016;93;140049
2016;94;90855
2016;95;80767
2016;971;25330
2016;972;18936
2016;973;21689
2016;974;36298
2016;975;112
2016;976;10913
2016;977;421
2016;978;2585
2016;986;124
2016;987;12639
2016;988;17532
2017;01;25335
2017;02;23429
2017;03;13668
2017;04;8423
2017;05;6676
2017;06;71867
2017;07;11915
2017;08;11492
2017;09;6606
2017;10;15955
2017;11;18877
2017;12;8455
2017;13;151936
2017;14;29918
2017;15;4275
2017;16;15593
2017;17;32128
2017;18;13672
2017;19;8495
2017;21;23070
2017;22;21740
2017;23;3799
2017;24;14725
2017;25;25730
2017;26;26922
2017;27;24771
2017;28;17133
2017;29;37258
2017;30;39697
2017;31;91920
2017;32;6704
2017;33;90924
2017;34;76683
2017;35;42714
2017;36;8096
2017;37;28258
2017;38;73090
2017;39;9925
2017;40;16308
2017;41;14473
2017;42;37457
2017;43;7409
2017;44;84547
2017;45;33583
2017;46;6143
2017;47;14045
2017;48;2179
2017;49;31555
2017;50;15948
2017;51;30816
2017;52;7742
2017;53;10388
2017;54;34865
2017;55;7244
2017;56;28670
2017;57;43479
2017;58;9036
2017;59;160257
2017;60;41988
2017;61;11179
2017;62;71327
2017;63;30459
2017;64;27602
2017;65;10048
2017;66;28671
2017;67;48712
2017;68;30599
2017;69;139607
2017;70;8176
2017;71;20744
2017;72;25128
2017;73;22122
2017;74;37726
2017;75;281518
2017;76;62440
2017;77;84173
2017;78;82327
2017;79;13334
2017;80;28162
2017;81;14985
2017;82;11697
2017;83;64524
2017;84;31564
2017;85;23132
2017;86;18609
2017;87;13682
2017;88;14204
2017;89;17516
2017;90;6440
2017;91;69778
2017;92;107212
2017;93;144750
2017;94;92341
2017;95;83552
2017;971;24295
2017;972;18685
2017;973;19688
2017;974;34235
2017;975;99
2017;976;10048
2017;977;481
2017;978;2657
2017;986;135
2017;987;12358
2017;988;18358
2018;01;26683
2018;02;26120
2018;03;13587
2018;04;8579
2018;05;6658
2018;06;72414
2018;07;11846
2018;08;12370
2018;09;6352
2018;10;16758
2018;11;17921
2018;12;8521
2018;13;155626
2018;14;29753
2018;15;4530
2018;16;16303
2018;17;31105
2018;18;13269
2018;19;8781
2018;21;23326
2018;22;21952
2018;23;4056
2018;24;14787
2018;25;25924
2018;26;26658
2018;27;24370
2018;28;17561
2018;29;37492
2018;30;38990
2018;31;91127
2018;32;6402
2018;33;94706
2018;34;75276
2018;35;44435
2018;36;8314
2018;37;28856
2018;38;75215
2018;39;11041
2018;40;16391
2018;41;13410
2018;42;38214
2018;43;7917
2018;44;86030
2018;45;32767
2018;46;6720
2018;47;15509
2018;48;2172
2018;49;31533
2018;50;15868
2018;51;30552
2018;52;7942
2018;53;10330
2018;54;33611
2018;55;7393
2018;56;28108
2018;57;43127
2018;58;8102
2018;59;160566
2018;60;41336
2018;61;11033
2018;62;72706
2018;63;29026
2018;64;27032
2018;65;10162
2018;66;28918
2018;67;49708
2018;68;31041
2018;69;139329
2018;70;8155
2018;71;20728
2018;72;26518
2018;73;21259
2018;74;37879
2018;75;286979
2018;76;62433
2018;77;81797
2018;78;81371
2018;79;13209
2018;80;28839
2018;81;15448
2018;82;11454
2018;83;63969
2018;84;31027
2018;85;22951
2018;86;19048
2018;87;13220
2018;88;13524
2018;89;17456
2018;90;6344
2018;91;70037
2018;92;109142
2018;93;142255
2018;94;90605
2018;95;80749
2018;971;23542
2018;972;17609
2018;973;17981
2018;974;32506
2018;975;140
2018;976;9189
2018;977;425
2018;978;2514
2018;986;149
2018;987;11851
2018;988;18967
2019;01;27831
2019;02;26577
2019;03;14440
2019;04;8831
2019;05;6135
2019;06;74434
2019;07;11958
2019;08;12722
2019;09;6696
2019;10;17100
2019;11;18654
2019;12;8627
2019;13;155948
2019;14;29470
2019;15;4553
2019;16;16240
2019;17;33039
2019;18;12910
2019;19;8904
2019;21;24037
2019;22;21957
2019;23;4152
2019;24;15163
2019;25;26105
2019;26;26961
2019;27;25304
2019;28;17697
2019;29;37542
2019;30;39628
2019;31;95073
2019;32;6274
2019;33;102416
2019;34;80074
2019;35;44261
2019;36;8194
2019;37;29328
2019;38;78784
2019;39;10329
2019;40;16344
2019;41;13471
2019;42;38347
2019;43;8688
2019;44;89198
2019;45;31140
2019;46;6604
2019;47;14956
2019;48;2503
2019;49;31840
2019;50;16392
2019;51;31267
2019;52;8015
2019;53;10484
2019;54;34510
2019;55;7479
2019;56;29392
2019;57;44699
2019;58;8855
2019;59;165754
2019;60;40821
2019;61;11378
2019;62;74568
2019;63;29698
2019;64;27017
2019;65;10263
2019;66;31038
2019;67;50551
2019;68;32249
2019;69;141679
2019;70;8299
2019;71;20506
2019;72;28608
2019;73;20807
2019;74;38792
2019;75;314530
2019;76;67357
2019;77;80481
2019;78;81660
2019;79;14066
2019;80;28164
2019;81;15602
2019;82;10746
2019;83;63991
2019;84;31998
2019;85;23838
2019;86;20187
2019;87;13922
2019;88;14339
2019;89;16440
2019;90;6202
2019;91;71017
2019;92;115501
2019;93;150176
2019;94;94694
2019;95;84263
2019;971;23463
2019;972;18851
2019;973;19176
2019;974;31341
2019;975;152
2019;976;10115
2019;977;472
2019;978;2590
2019;986;127
2019;987;12115
2019;988;19541
2020;01;24210
2020;02;23638
2020;03;12822
2020;04;7815
2020;05;5603
2020;06;65274
2020;07;11999
2020;08;11112
2020;09;6514
2020;10;15314
2020;11;15800
2020;12;8313
2020;13;141531
2020;14;26623
2020;15;4069
2020;16;14269
2020;17;28845
2020;18;10926
2020;19;8063
2020;21;21387
2020;22;19738
2020;23;3703
2020;24;13709
2020;25;23732
2020;26;24696
2020;27;23338
2020;28;16069
2020;29;32816
2020;30;35812
2020;31;83478
2020;32;6062
2020;33;95368
2020;34;69098
2020;35;41374
2020;36;7620
2020;37;26840
2020;38;68875
2020;39;9850
2020;40;15157
2020;41;10911
2020;42;33483
2020;43;7984
2020;44;77870
2020;45;29217
2020;46;5804
2020;47;12397
2020;48;2421
2020;49;28759
2020;50;14183
2020;51;27225
2020;52;6727
2020;53;9963
2020;54;31032
2020;55;7645
2020;56;25906
2020;57;39208
2020;58;8385
2020;59;143523
2020;60;37236
2020;61;10745
2020;62;65888
2020;63;26145
2020;64;23622
2020;65;8487
2020;66;27130
2020;67;46986
2020;68;27828
2020;69;123777
2020;70;7613
2020;71;18476
2020;72;22912
2020;73;18268
2020;74;35316
2020;75;246731
2020;76;58671
2020;77;70447
2020;78;72222
2020;79;12581
2020;80;23405
2020;81;13734
2020;82;9454
2020;83;57165
2020;84;27398
2020;85;22183
2020;86;17597
2020;87;12529
2020;88;13377
2020;89;16314
2020;90;5029
2020;91;64566
2020;92;103572
2020;93;137446
2020;94;87247
2020;95;73729
2020;971;21096
2020;972;16219
2020;973;17518
2020;974;27692
2020;975;125
2020;976;10576
2020;977;382
2020;978;2525
2020;986;177
2020;987;10307
2020;988;18018
2021;01;27891
2021;02;23883
2021;03;13931
2021;04;8006
2021;05;6104
2021;06;70098
2021;07;13138
2021;08;12151
2021;09;6478
2021;10;15632
2021;11;17103
2021;12;8188
2021;13;161753
2021;14;28773
2021;15;4302
2021;16;15879
2021;17;29526
2021;18;11733
2021;19;8819
2021;21;22833
2021;22;20578
2021;23;4172
2021;24;14742
2021;25;25058
2021;26;27186
2021;27;26040
2021;28;16258
2021;29;35102
2021;30;36922
2021;31;87811
2021;32;6355
2021;33;98095
2021;34;73259
2021;35;43666
2021;36;8906
2021;37;30054
2021;38;74462
2021;39;9374
2021;40;16545
2021;41;12661
2021;42;36710
2021;43;8513
2021;44;84120
2021;45;32278
2021;46;6190
2021;47;14105
2021;48;2524
2021;49;30627
2021;50;15800
2021;51;29948
2021;52;7479
2021;53;10550
2021;54;35203
2021;55;8128
2021;56;29485
2021;57;41506
2021;58;7891
2021;59;154501
2021;60;41238
2021;61;11584
2021;62;68506
2021;63;28032
2021;64;25112
2021;65;8973
2021;66;28743
2021;67;50712
2021;68;31789
2021;69;142334
2021;70;7634
2021;71;20783
2021;72;24698
2021;73;18606
2021;74;39505
2021;75;263945
2021;76;59850
2021;77;78646
2021;78;75695
2021;79;12954
2021;80;25327
2021;81;15288
2021;82;9308
2021;83;64463
2021;84;31334
2021;85;23576
2021;86;18524
2021;87;14912
2021;88;14011
2021;89;17314
2021;90;5177
2021;91;70370
2021;92;115945
2021;93;148023
2021;94;93728
2021;95;82364
2021;971;23561
2021;972;18101
2021;973;20258
2021;974;29098
2021;975;149
2021;976;11635
2021;977;471
2021;978;2497
2021;986;183
2021;987;10129
2021;988;17085
2022;01;19656
2022;02;17073
2022;03;9786
2022;04;6396
2022;05;4555
2022;06;48908
2022;07;8938
2022;08;8693
2022;09;4955
2022;10;11141
2022;11;12812
2022;12;6015
2022;13;118976
2022;14;21231
2022;15;3051
2022;16;11409
2022;17;21850
2022;18;8721
2022;19;5872
2022;21;15802
2022;22;15532
2022;23;3010
2022;24;10866
2022;25;17368
2022;26;18386
2022;27;17532
2022;28;11955
2022;29;25608
2022;30;26533
2022;31;62275
2022;32;4483
2022;33;66589
2022;34;51482
2022;35;34321
2022;36;6246
2022;37;20576
2022;38;51159
2022;39;7014
2022;40;13330
2022;41;8987
2022;42;26781
2022;43;5958
2022;44;60176
2022;45;21614
2022;46;4683
2022;47;10002
2022;48;1675
2022;49;21622
2022;50;11210
2022;51;21635
2022;52;5280
2022;53;7720
2022;54;25281
2022;55;5698
2022;56;21488
2022;57;30213
2022;58;5679
2022;59;109036
2022;60;28519
2022;61;8270
2022;62;50282
2022;63;19316
2022;64;18669
2022;65;6739
2022;66;21145
2022;67;35158
2022;68;22663
2022;69;100731
2022;70;5582
2022;71;14276
2022;72;16588
2022;73;14312
2022;74;28107
2022;75;192414
2022;76;45900
2022;77;56238
2022;78;54509
2022;79;9649
2022;80;19153
2022;81;10938
2022;82;6777
2022;83;46451
2022;84;22228
2022;85;17304
2022;86;13755
2022;87;11202
2022;88;9390
2022;89;11992
2022;90;3733
2022;91;51045
2022;92;80579
2022;93;102721
2022;94;65423
2022;95;57051
2022;971;15663
2022;972;12329
2022;973;13711
2022;974;19157
2022;975;90
2022;976;8286
2022;977;400
2022;978;1867
2022;986;84
2022;987;7042
2022;988;13060
