annee,code_dept,candidat,total_voix
2007,2B,Nicolas SARKOZY,49927
2007,03,Ségolène ROYAL,107442
2007,30,Nicolas SARKOZY,226132
2007,31,Ségolène ROYAL,357716
2007,32,Ségolène ROYAL,62418
2007,33,Ségolène ROYAL,409550
2007,34,Nicolas SARKOZY,311465
2007,35,Ségolène ROYAL,292606
2007,36,Ségolène ROYAL,71818
2007,37,Nicolas SARKOZY,174646
2007,38,Nicolas SARKOZY,335123
2007,39,Nicolas SARKOZY,84605
2007,04,Nicolas SARKOZY,52684
2007,40,Ségolène ROYAL,125638
2007,41,Nicolas SARKOZY,109232
2007,42,Nicolas SARKOZY,221648
2007,43,Nicolas SARKOZY,77084
2007,44,Ségolène ROYAL,391655
2007,45,Nicolas SARKOZY,207861
2007,46,Ségolène ROYAL,63945
2007,47,Nicolas SARKOZY,107261
2007,48,Nicolas SARKOZY,28098
2007,49,Nicolas SARKOZY,242330
2007,05,Nicolas SARKOZY,45951
2007,50,Nicolas SARKOZY,171038
2007,51,Nicolas SARKOZY,177028
2007,52,Nicolas SARKOZY,66776
2007,53,Nicolas SARKOZY,100844
2007,54,Nicolas SARKOZY,199441
2007,55,Nicolas SARKOZY,64701
2007,56,Nicolas SARKOZY,228053
2007,57,Nicolas SARKOZY,325371
2007,58,Ségolène ROYAL,72258
2007,59,Nicolas SARKOZY,721506
2007,06,Nicolas SARKOZY,399120
2007,60,Nicolas SARKOZY,252728
2007,61,Nicolas SARKOZY,101634
2007,62,Ségolène ROYAL,445273
2007,63,Ségolène ROYAL,197914
2007,64,Ségolène ROYAL,205497
2007,65,Ségolène ROYAL,83596
2007,66,Nicolas SARKOZY,143043
2007,67,Nicolas SARKOZY,376563
2007,68,Nicolas SARKOZY,264756
2007,69,Nicolas SARKOZY,485628
2007,07,Nicolas SARKOZY,100414
2007,70,Nicolas SARKOZY,81919
2007,71,Nicolas SARKOZY,173893
2007,72,Nicolas SARKOZY,162455
2007,73,Nicolas SARKOZY,134304
2007,74,Nicolas SARKOZY,241465
2007,75,Nicolas SARKOZY,511920
2007,76,Nicolas SARKOZY,354988
2007,77,Nicolas SARKOZY,367080
2007,78,Nicolas SARKOZY,435014
2007,79,Ségolène ROYAL,123966
2007,08,Nicolas SARKOZY,84606
2007,80,Nicolas SARKOZY,168317
2007,81,Ségolène ROYAL,117836
2007,82,Nicolas SARKOZY,73925
2007,83,Nicolas SARKOZY,382344
2007,84,Nicolas SARKOZY,184706
2007,85,Nicolas SARKOZY,220680
2007,86,Ségolène ROYAL,127029
2007,87,Ségolène ROYAL,123518
2007,88,Nicolas SARKOZY,125734
2007,89,Nicolas SARKOZY,115458
2007,09,Ségolène ROYAL,56628
2007,90,Nicolas SARKOZY,41660
2007,91,Nicolas SARKOZY,319170
2007,92,Nicolas SARKOZY,416666
2007,93,Ségolène ROYAL,319205
2007,94,Ségolène ROYAL,304978
2007,95,Nicolas SARKOZY,288062
2007,971,Ségolène ROYAL,95500
2007,972,Ségolène ROYAL,108522
2007,973,Nicolas SARKOZY,20311
2007,974,Ségolène ROYAL,242738
2007,975,Ségolène ROYAL,17698
2007,985,Nicolas SARKOZY,61337
2007,986,Nicolas SARKOZY,64052
2007,987,Ségolène ROYAL,2143
2007,988,Nicolas SARKOZY,3866
2007,99,Nicolas SARKOZY,183613
2012,01,Nicolas SARKOZY,175741
2012,02,François HOLLANDE,147260
2012,03,François HOLLANDE,111615
2012,04,François HOLLANDE,49498
2012,05,François HOLLANDE,42435
2012,06,Nicolas SARKOZY,366055
2012,07,François HOLLANDE,101526
2012,08,François HOLLANDE,75631
2012,09,François HOLLANDE,59466
2012,10,Nicolas SARKOZY,88213
2012,11,François HOLLANDE,115400
2012,12,François HOLLANDE,95302
2012,13,Nicolas SARKOZY,531652
2012,14,François HOLLANDE,205544
2012,15,François HOLLANDE,49543
2012,16,François HOLLANDE,118100
2012,17,François HOLLANDE,188387
2012,18,François HOLLANDE,92857
2012,19,François HOLLANDE,98764
2012,21,Nicolas SARKOZY,143557
2012,22,François HOLLANDE,217609
2012,23,François HOLLANDE,45870
2012,24,François HOLLANDE,148011
2012,25,Nicolas SARKOZY,145279
2012,26,Nicolas SARKOZY,139436
2012,27,Nicolas SARKOZY,166949
2012,28,Nicolas SARKOZY,121452
2012,29,François HOLLANDE,319789
2012,2A,Nicolas SARKOZY,41835
2012,2B,Nicolas SARKOZY,46965
2012,30,Nicolas SARKOZY,202995
2012,31,François HOLLANDE,388800
2012,32,François HOLLANDE,65606
2012,33,François HOLLANDE,448634
2012,34,François HOLLANDE,296422
2012,35,François HOLLANDE,310905
2012,36,François HOLLANDE,73616
2012,37,François HOLLANDE,165293
2012,38,François HOLLANDE,331448
2012,39,Nicolas SARKOZY,74004
2012,40,François HOLLANDE,134872
2012,41,Nicolas SARKOZY,98275
2012,42,François HOLLANDE,196522
2012,43,François HOLLANDE,70488
2012,44,François HOLLANDE,419484
2012,45,Nicolas SARKOZY,183671
2012,46,François HOLLANDE,67981
2012,47,François HOLLANDE,96766
2012,48,Nicolas SARKOZY,24036
2012,49,Nicolas SARKOZY,223644
2012,50,Nicolas SARKOZY,147591
2012,51,Nicolas SARKOZY,156160
2012,52,Nicolas SARKOZY,56085
2012,53,Nicolas SARKOZY,92647
2012,54,François HOLLANDE,196628
2012,55,Nicolas SARKOZY,56898
2012,56,François HOLLANDE,229248
2012,57,Nicolas SARKOZY,291368
2012,58,François HOLLANDE,73424
2012,59,François HOLLANDE,692273
2012,60,Nicolas SARKOZY,217732
2012,61,Nicolas SARKOZY,87087
2012,62,François HOLLANDE,450103
2012,63,François HOLLANDE,212597
2012,64,François HOLLANDE,218964
2012,65,François HOLLANDE,86809
2012,66,François HOLLANDE,127625
2012,67,Nicolas SARKOZY,359011
2012,68,Nicolas SARKOZY,246535
2012,69,Nicolas SARKOZY,443370
2012,70,Nicolas SARKOZY,69659
2012,71,François HOLLANDE,160751
2012,72,François HOLLANDE,162975
2012,73,Nicolas SARKOZY,122233
2012,74,Nicolas SARKOZY,232928
2012,75,François HOLLANDE,560461
2012,76,François HOLLANDE,366616
2012,77,Nicolas SARKOZY,325147
2012,78,Nicolas SARKOZY,395683
2012,79,François HOLLANDE,122858
2012,80,François HOLLANDE,170529
2012,81,François HOLLANDE,125133
2012,82,François HOLLANDE,71186
2012,83,Nicolas SARKOZY,364466
2012,84,Nicolas SARKOZY,168758
2012,85,Nicolas SARKOZY,217484
2012,86,François HOLLANDE,134754
2012,87,François HOLLANDE,133467
2012,88,Nicolas SARKOZY,109404
2012,89,Nicolas SARKOZY,98122
2012,90,François HOLLANDE,35866
2012,91,François HOLLANDE,317663
2012,92,Nicolas SARKOZY,376816
2012,93,François HOLLANDE,353260
2012,94,François HOLLANDE,333347
2012,95,François HOLLANDE,289520
2012,971,François HOLLANDE,123737
2012,972,François HOLLANDE,114527
2012,973,François HOLLANDE,25880
2012,974,François HOLLANDE,286109
2012,975,François HOLLANDE,2080
2012,979,Nicolas SARKOZY,5641
2012,985,Nicolas SARKOZY,19676
2012,986,François HOLLANDE,3795
2012,987,Nicolas SARKOZY,52825
2012,988,Nicolas SARKOZY,61772
2012,99,Nicolas SARKOZY,236160
